"Code" "Year" "Age" "ASFR"
"SWE" 1975 "13" 4e-05
"SWE" 1975 "14" 0.00029
"SWE" 1975 "15" 0.00229
"SWE" 1975 "16" 0.00813
"SWE" 1975 "17" 0.02247
"SWE" 1975 "18" 0.04182
"SWE" 1975 "19" 0.06722
"SWE" 1975 "20" 0.08546
"SWE" 1975 "21" 0.10466
"SWE" 1975 "22" 0.11769
"SWE" 1975 "23" 0.12974
"SWE" 1975 "24" 0.13659
"SWE" 1975 "25" 0.14274
"SWE" 1975 "26" 0.1353
"SWE" 1975 "27" 0.1249
"SWE" 1975 "28" 0.11403
"SWE" 1975 "29" 0.10178
"SWE" 1975 "30" 0.08653
"SWE" 1975 "31" 0.07359
"SWE" 1975 "32" 0.06026
"SWE" 1975 "33" 0.05033
"SWE" 1975 "34" 0.04181
"SWE" 1975 "35" 0.03247
"SWE" 1975 "36" 0.02533
"SWE" 1975 "37" 0.01889
"SWE" 1975 "38" 0.01429
"SWE" 1975 "39" 0.01092
"SWE" 1975 "40" 0.00737
"SWE" 1975 "41" 0.00518
"SWE" 1975 "42" 0.00308
"SWE" 1975 "43" 0.00225
"SWE" 1975 "44" 0.00102
"SWE" 1975 "45" 0.00037
"SWE" 1975 "46" 0.00024
"SWE" 1975 "47" 0.00013
"SWE" 1975 "48" 6e-05
"SWE" 1975 "49" 2e-05
"SWE" 1975 "50" 0
"SWE" 1975 "51" 0
"SWE" 1975 "52" 2e-05
"SWE" 1975 "53" 0
"SWE" 1975 "54" 0
"SWE" 1975 "55+" 0
"SWE" 1976 "12-" 0
"SWE" 1976 "13" 0
"SWE" 1976 "14" 0.00029
"SWE" 1976 "15" 0.00141
"SWE" 1976 "16" 0.00666
"SWE" 1976 "17" 0.01923
"SWE" 1976 "18" 0.03638
"SWE" 1976 "19" 0.05912
"SWE" 1976 "20" 0.08185
"SWE" 1976 "21" 0.09347
"SWE" 1976 "22" 0.1109
"SWE" 1976 "23" 0.11887
"SWE" 1976 "24" 0.12928
"SWE" 1976 "25" 0.13508
"SWE" 1976 "26" 0.13333
"SWE" 1976 "27" 0.12149
"SWE" 1976 "28" 0.11028
"SWE" 1976 "29" 0.09763
"SWE" 1976 "30" 0.08273
"SWE" 1976 "31" 0.0721
"SWE" 1976 "32" 0.05945
"SWE" 1976 "33" 0.04858
"SWE" 1976 "34" 0.04269
"SWE" 1976 "35" 0.0312
"SWE" 1976 "36" 0.02593
"SWE" 1976 "37" 0.01953
"SWE" 1976 "38" 0.01432
"SWE" 1976 "39" 0.01113
"SWE" 1976 "40" 0.00712
"SWE" 1976 "41" 0.00464
"SWE" 1976 "42" 0.00344
"SWE" 1976 "43" 0.00186
"SWE" 1976 "44" 0.00104
"SWE" 1976 "45" 0.00054
"SWE" 1976 "46" 0.00031
"SWE" 1976 "47" 0.00015
"SWE" 1976 "48" 0
"SWE" 1976 "49" 4e-05
"SWE" 1976 "50" 0
"SWE" 1976 "51" 0
"SWE" 1976 "52" 0
"SWE" 1976 "53" 0
"SWE" 1976 "54" 0
"SWE" 1976 "55+" 0
"SWE" 1977 "12-" 0
"SWE" 1977 "13" 3e-05
"SWE" 1977 "14" 0.00015
"SWE" 1977 "15" 0.0017
"SWE" 1977 "16" 0.00565
"SWE" 1977 "17" 0.01548
"SWE" 1977 "18" 0.03135
"SWE" 1977 "19" 0.05511
"SWE" 1977 "20" 0.07505
"SWE" 1977 "21" 0.09283
"SWE" 1977 "22" 0.10591
"SWE" 1977 "23" 0.11506
"SWE" 1977 "24" 0.12769
"SWE" 1977 "25" 0.13188
"SWE" 1977 "26" 0.12916
"SWE" 1977 "27" 0.12156
"SWE" 1977 "28" 0.11238
"SWE" 1977 "29" 0.09968
"SWE" 1977 "30" 0.08596
"SWE" 1977 "31" 0.07041
"SWE" 1977 "32" 0.05794
"SWE" 1977 "33" 0.04865
"SWE" 1977 "34" 0.04077
"SWE" 1977 "35" 0.032
"SWE" 1977 "36" 0.02562
"SWE" 1977 "37" 0.01922
"SWE" 1977 "38" 0.01433
"SWE" 1977 "39" 0.01122
"SWE" 1977 "40" 0.00711
"SWE" 1977 "41" 0.00455
"SWE" 1977 "42" 0.00327
"SWE" 1977 "43" 0.00198
"SWE" 1977 "44" 0.00077
"SWE" 1977 "45" 0.00072
"SWE" 1977 "46" 0.00015
"SWE" 1977 "47" 9e-05
"SWE" 1977 "48" 4e-05
"SWE" 1977 "49" 0
"SWE" 1977 "50" 0
"SWE" 1977 "51" 2e-05
"SWE" 1977 "52" 0
"SWE" 1977 "53" 0
"SWE" 1977 "54" 0
"SWE" 1977 "55+" 0
"SWE" 1978 "12-" 0
"SWE" 1978 "13" 7e-05
"SWE" 1978 "14" 0.00021
"SWE" 1978 "15" 0.00111
"SWE" 1978 "16" 0.0046
"SWE" 1978 "17" 0.01301
"SWE" 1978 "18" 0.02853
"SWE" 1978 "19" 0.04916
"SWE" 1978 "20" 0.06647
"SWE" 1978 "21" 0.08696
"SWE" 1978 "22" 0.10021
"SWE" 1978 "23" 0.11003
"SWE" 1978 "24" 0.12156
"SWE" 1978 "25" 0.12753
"SWE" 1978 "26" 0.12538
"SWE" 1978 "27" 0.11768
"SWE" 1978 "28" 0.11165
"SWE" 1978 "29" 0.10121
"SWE" 1978 "30" 0.08569
"SWE" 1978 "31" 0.0742
"SWE" 1978 "32" 0.06158
"SWE" 1978 "33" 0.04853
"SWE" 1978 "34" 0.04112
"SWE" 1978 "35" 0.0326
"SWE" 1978 "36" 0.02717
"SWE" 1978 "37" 0.02005
"SWE" 1978 "38" 0.0142
"SWE" 1978 "39" 0.01073
"SWE" 1978 "40" 0.00768
"SWE" 1978 "41" 0.00487
"SWE" 1978 "42" 0.00298
"SWE" 1978 "43" 0.00156
"SWE" 1978 "44" 0.00094
"SWE" 1978 "45" 0.00039
"SWE" 1978 "46" 0.00016
"SWE" 1978 "47" 0.00017
"SWE" 1978 "48" 4e-05
"SWE" 1978 "49" 0
"SWE" 1978 "50" 0
"SWE" 1978 "51" 0
"SWE" 1978 "52" 0
"SWE" 1978 "53" 0
"SWE" 1978 "54" 0
"SWE" 1978 "55+" 0
"SWE" 1979 "12-" 0
"SWE" 1979 "13" 5e-05
"SWE" 1979 "14" 0.00013
"SWE" 1979 "15" 0.00118
"SWE" 1979 "16" 0.00364
"SWE" 1979 "17" 0.01295
"SWE" 1979 "18" 0.02571
"SWE" 1979 "19" 0.04558
"SWE" 1979 "20" 0.06346
"SWE" 1979 "21" 0.08211
"SWE" 1979 "22" 0.09521
"SWE" 1979 "23" 0.11162
"SWE" 1979 "24" 0.12449
"SWE" 1979 "25" 0.12937
"SWE" 1979 "26" 0.13068
"SWE" 1979 "27" 0.12788
"SWE" 1979 "28" 0.12024
"SWE" 1979 "29" 0.10776
"SWE" 1979 "30" 0.09195
"SWE" 1979 "31" 0.08054
"SWE" 1979 "32" 0.06636
"SWE" 1979 "33" 0.05435
"SWE" 1979 "34" 0.04355
"SWE" 1979 "35" 0.03717
"SWE" 1979 "36" 0.02944
"SWE" 1979 "37" 0.02129
"SWE" 1979 "38" 0.01702
"SWE" 1979 "39" 0.01241
"SWE" 1979 "40" 0.00841
"SWE" 1979 "41" 0.00555
"SWE" 1979 "42" 0.00405
"SWE" 1979 "43" 0.00207
"SWE" 1979 "44" 0.00086
"SWE" 1979 "45" 0.00047
"SWE" 1979 "46" 0.00023
"SWE" 1979 "47" 5e-05
"SWE" 1979 "48" 2e-05
"SWE" 1979 "49" 0
"SWE" 1979 "50" 0
"SWE" 1979 "51" 0
"SWE" 1979 "52" 0
"SWE" 1979 "53" 0
"SWE" 1979 "54" 0
"SWE" 1979 "55+" 0
"SWE" 1980 "12-" 0
"SWE" 1980 "13" 3e-05
"SWE" 1980 "14" 0.00022
"SWE" 1980 "15" 0.00094
"SWE" 1980 "16" 0.00373
"SWE" 1980 "17" 0.01109
"SWE" 1980 "18" 0.02346
"SWE" 1980 "19" 0.04319
"SWE" 1980 "20" 0.06372
"SWE" 1980 "21" 0.08167
"SWE" 1980 "22" 0.09585
"SWE" 1980 "23" 0.11103
"SWE" 1980 "24" 0.12375
"SWE" 1980 "25" 0.12884
"SWE" 1980 "26" 0.13166
"SWE" 1980 "27" 0.12943
"SWE" 1980 "28" 0.12378
"SWE" 1980 "29" 0.10969
"SWE" 1980 "30" 0.09699
"SWE" 1980 "31" 0.08327
"SWE" 1980 "32" 0.07019
"SWE" 1980 "33" 0.0593
"SWE" 1980 "34" 0.04689
"SWE" 1980 "35" 0.03605
"SWE" 1980 "36" 0.03039
"SWE" 1980 "37" 0.02319
"SWE" 1980 "38" 0.01724
"SWE" 1980 "39" 0.01317
"SWE" 1980 "40" 0.00827
"SWE" 1980 "41" 0.0061
"SWE" 1980 "42" 0.00313
"SWE" 1980 "43" 0.00209
"SWE" 1980 "44" 0.00112
"SWE" 1980 "45" 0.00047
"SWE" 1980 "46" 0.00014
"SWE" 1980 "47" 9e-05
"SWE" 1980 "48" 2e-05
"SWE" 1980 "49" 0
"SWE" 1980 "50" 0
"SWE" 1980 "51" 0
"SWE" 1980 "52" 0
"SWE" 1980 "53" 0
"SWE" 1980 "54" 0
"SWE" 1980 "55+" 0
"SWE" 1981 "12-" 0
"SWE" 1981 "13" 0
"SWE" 1981 "14" 2e-04
"SWE" 1981 "15" 0.00087
"SWE" 1981 "16" 0.00317
"SWE" 1981 "17" 0.00983
"SWE" 1981 "18" 0.02215
"SWE" 1981 "19" 0.03959
"SWE" 1981 "20" 0.05768
"SWE" 1981 "21" 0.07538
"SWE" 1981 "22" 0.09168
"SWE" 1981 "23" 0.10764
"SWE" 1981 "24" 0.11744
"SWE" 1981 "25" 0.1245
"SWE" 1981 "26" 0.12616
"SWE" 1981 "27" 0.12581
"SWE" 1981 "28" 0.11801
"SWE" 1981 "29" 0.10945
"SWE" 1981 "30" 0.09798
"SWE" 1981 "31" 0.08549
"SWE" 1981 "32" 0.07054
"SWE" 1981 "33" 0.05833
"SWE" 1981 "34" 0.05112
"SWE" 1981 "35" 0.0373
"SWE" 1981 "36" 0.03004
"SWE" 1981 "37" 0.02356
"SWE" 1981 "38" 0.01758
"SWE" 1981 "39" 0.01195
"SWE" 1981 "40" 0.0088
"SWE" 1981 "41" 0.0057
"SWE" 1981 "42" 0.00431
"SWE" 1981 "43" 0.00199
"SWE" 1981 "44" 0.00103
"SWE" 1981 "45" 0.00041
"SWE" 1981 "46" 0.00021
"SWE" 1981 "47" 7e-05
"SWE" 1981 "48" 7e-05
"SWE" 1981 "49" 0
"SWE" 1981 "50" 0
"SWE" 1981 "51" 0
"SWE" 1981 "52" 0
"SWE" 1981 "53" 0
"SWE" 1981 "54" 0
"SWE" 1981 "55+" 0
"SWE" 1982 "12-" 0
"SWE" 1982 "13" 6e-05
"SWE" 1982 "14" 0.00012
"SWE" 1982 "15" 6e-04
"SWE" 1982 "16" 0.00293
"SWE" 1982 "17" 0.0087
"SWE" 1982 "18" 0.0183
"SWE" 1982 "19" 0.03793
"SWE" 1982 "20" 0.05458
"SWE" 1982 "21" 0.07285
"SWE" 1982 "22" 0.08729
"SWE" 1982 "23" 0.10122
"SWE" 1982 "24" 0.11505
"SWE" 1982 "25" 0.12497
"SWE" 1982 "26" 0.1262
"SWE" 1982 "27" 0.12384
"SWE" 1982 "28" 0.12186
"SWE" 1982 "29" 0.1095
"SWE" 1982 "30" 0.09884
"SWE" 1982 "31" 0.08714
"SWE" 1982 "32" 0.07405
"SWE" 1982 "33" 0.06132
"SWE" 1982 "34" 0.05025
"SWE" 1982 "35" 0.04055
"SWE" 1982 "36" 0.03114
"SWE" 1982 "37" 0.02359
"SWE" 1982 "38" 0.01778
"SWE" 1982 "39" 0.01267
"SWE" 1982 "40" 0.0092
"SWE" 1982 "41" 0.00591
"SWE" 1982 "42" 0.00356
"SWE" 1982 "43" 0.00234
"SWE" 1982 "44" 0.00134
"SWE" 1982 "45" 4e-04
"SWE" 1982 "46" 0.00025
"SWE" 1982 "47" 0.00016
"SWE" 1982 "48" 5e-05
"SWE" 1982 "49" 2e-05
"SWE" 1982 "50" 2e-05
"SWE" 1982 "51" 0
"SWE" 1982 "52" 0
"SWE" 1982 "53" 0
"SWE" 1982 "54" 0
"SWE" 1982 "55+" 0
"SWE" 1983 "12-" 0
"SWE" 1983 "13" 0
"SWE" 1983 "14" 7e-05
"SWE" 1983 "15" 0.00063
"SWE" 1983 "16" 0.00239
"SWE" 1983 "17" 0.00657
"SWE" 1983 "18" 0.01678
"SWE" 1983 "19" 0.03218
"SWE" 1983 "20" 0.05076
"SWE" 1983 "21" 0.06761
"SWE" 1983 "22" 0.08491
"SWE" 1983 "23" 0.09959
"SWE" 1983 "24" 0.11364
"SWE" 1983 "25" 0.12383
"SWE" 1983 "26" 0.12541
"SWE" 1983 "27" 0.12457
"SWE" 1983 "28" 0.12139
"SWE" 1983 "29" 0.11289
"SWE" 1983 "30" 0.10007
"SWE" 1983 "31" 0.08919
"SWE" 1983 "32" 0.07424
"SWE" 1983 "33" 0.06207
"SWE" 1983 "34" 0.05184
"SWE" 1983 "35" 0.04176
"SWE" 1983 "36" 0.03314
"SWE" 1983 "37" 0.02355
"SWE" 1983 "38" 0.01823
"SWE" 1983 "39" 0.01367
"SWE" 1983 "40" 0.00934
"SWE" 1983 "41" 0.00588
"SWE" 1983 "42" 0.00344
"SWE" 1983 "43" 0.00272
"SWE" 1983 "44" 0.00123
"SWE" 1983 "45" 0.00048
"SWE" 1983 "46" 0.00031
"SWE" 1983 "47" 2e-05
"SWE" 1983 "48" 0
"SWE" 1983 "49" 2e-05
"SWE" 1983 "50" 2e-05
"SWE" 1983 "51" 0
"SWE" 1983 "52" 2e-05
"SWE" 1983 "53" 0
"SWE" 1983 "54" 0
"SWE" 1983 "55+" 0
"SWE" 1984 "12-" 0
"SWE" 1984 "13" 0
"SWE" 1984 "14" 9e-05
"SWE" 1984 "15" 0.00061
"SWE" 1984 "16" 0.00135
"SWE" 1984 "17" 0.00607
"SWE" 1984 "18" 0.01382
"SWE" 1984 "19" 0.02988
"SWE" 1984 "20" 0.0465
"SWE" 1984 "21" 0.06824
"SWE" 1984 "22" 0.08029
"SWE" 1984 "23" 0.0974
"SWE" 1984 "24" 0.11393
"SWE" 1984 "25" 0.12536
"SWE" 1984 "26" 0.13187
"SWE" 1984 "27" 0.12978
"SWE" 1984 "28" 0.12603
"SWE" 1984 "29" 0.11626
"SWE" 1984 "30" 0.10902
"SWE" 1984 "31" 0.09417
"SWE" 1984 "32" 0.08031
"SWE" 1984 "33" 0.06541
"SWE" 1984 "34" 0.0538
"SWE" 1984 "35" 0.04475
"SWE" 1984 "36" 0.035
"SWE" 1984 "37" 0.02729
"SWE" 1984 "38" 0.01971
"SWE" 1984 "39" 0.0144
"SWE" 1984 "40" 0.01039
"SWE" 1984 "41" 0.00697
"SWE" 1984 "42" 0.00422
"SWE" 1984 "43" 0.00254
"SWE" 1984 "44" 0.00135
"SWE" 1984 "45" 0.00052
"SWE" 1984 "46" 0.00037
"SWE" 1984 "47" 0.00011
"SWE" 1984 "48" 5e-05
"SWE" 1984 "49" 0
"SWE" 1984 "50" 0
"SWE" 1984 "51" 0
"SWE" 1984 "52" 0
"SWE" 1984 "53" 0
"SWE" 1984 "54" 0
"SWE" 1984 "55+" 0
"SWE" 1985 "12-" 0
"SWE" 1985 "13" 2e-05
"SWE" 1985 "14" 0.00013
"SWE" 1985 "15" 0.00045
"SWE" 1985 "16" 0.00198
"SWE" 1985 "17" 0.00611
"SWE" 1985 "18" 0.01423
"SWE" 1985 "19" 0.02977
"SWE" 1985 "20" 0.04844
"SWE" 1985 "21" 0.06506
"SWE" 1985 "22" 0.08255
"SWE" 1985 "23" 0.10047
"SWE" 1985 "24" 0.11923
"SWE" 1985 "25" 0.12964
"SWE" 1985 "26" 0.13508
"SWE" 1985 "27" 0.13728
"SWE" 1985 "28" 0.13372
"SWE" 1985 "29" 0.1236
"SWE" 1985 "30" 0.11339
"SWE" 1985 "31" 0.10107
"SWE" 1985 "32" 0.08615
"SWE" 1985 "33" 0.07201
"SWE" 1985 "34" 0.05954
"SWE" 1985 "35" 0.04892
"SWE" 1985 "36" 0.0378
"SWE" 1985 "37" 0.02839
"SWE" 1985 "38" 0.02182
"SWE" 1985 "39" 0.01608
"SWE" 1985 "40" 0.01053
"SWE" 1985 "41" 0.00721
"SWE" 1985 "42" 0.00453
"SWE" 1985 "43" 0.00266
"SWE" 1985 "44" 0.00136
"SWE" 1985 "45" 0.00078
"SWE" 1985 "46" 0.00019
"SWE" 1985 "47" 7e-05
"SWE" 1985 "48" 7e-05
"SWE" 1985 "49" 0
"SWE" 1985 "50" 2e-05
"SWE" 1985 "51" 0
"SWE" 1985 "52" 0
"SWE" 1985 "53" 0
"SWE" 1985 "54" 0
"SWE" 1985 "55+" 0
"SWE" 1986 "12-" 0
"SWE" 1986 "13" 5e-05
"SWE" 1986 "14" 0.00016
"SWE" 1986 "15" 6e-04
"SWE" 1986 "16" 0.0021
"SWE" 1986 "17" 0.00619
"SWE" 1986 "18" 0.0151
"SWE" 1986 "19" 0.02979
"SWE" 1986 "20" 0.04904
"SWE" 1986 "21" 0.06683
"SWE" 1986 "22" 0.08577
"SWE" 1986 "23" 0.10111
"SWE" 1986 "24" 0.11999
"SWE" 1986 "25" 0.13281
"SWE" 1986 "26" 0.14121
"SWE" 1986 "27" 0.14064
"SWE" 1986 "28" 0.13923
"SWE" 1986 "29" 0.12816
"SWE" 1986 "30" 0.11856
"SWE" 1986 "31" 0.10406
"SWE" 1986 "32" 0.0887
"SWE" 1986 "33" 0.0764
"SWE" 1986 "34" 0.06274
"SWE" 1986 "35" 0.05264
"SWE" 1986 "36" 0.0408
"SWE" 1986 "37" 0.03104
"SWE" 1986 "38" 0.02187
"SWE" 1986 "39" 0.01641
"SWE" 1986 "40" 0.01109
"SWE" 1986 "41" 0.00692
"SWE" 1986 "42" 0.00469
"SWE" 1986 "43" 0.00291
"SWE" 1986 "44" 0.00142
"SWE" 1986 "45" 0.00067
"SWE" 1986 "46" 0.00023
"SWE" 1986 "47" 4e-05
"SWE" 1986 "48" 0
"SWE" 1986 "49" 2e-05
"SWE" 1986 "50" 2e-05
"SWE" 1986 "51" 0
"SWE" 1986 "52" 0
"SWE" 1986 "53" 0
"SWE" 1986 "54" 2e-05
"SWE" 1986 "55+" 0
"SWE" 1987 "12-" 0
"SWE" 1987 "13" 2e-05
"SWE" 1987 "14" 0.00016
"SWE" 1987 "15" 0.00043
"SWE" 1987 "16" 0.00238
"SWE" 1987 "17" 0.00614
"SWE" 1987 "18" 0.0148
"SWE" 1987 "19" 0.02948
"SWE" 1987 "20" 0.04752
"SWE" 1987 "21" 0.06623
"SWE" 1987 "22" 0.08711
"SWE" 1987 "23" 0.10437
"SWE" 1987 "24" 0.11954
"SWE" 1987 "25" 0.12979
"SWE" 1987 "26" 0.14077
"SWE" 1987 "27" 0.14297
"SWE" 1987 "28" 0.14469
"SWE" 1987 "29" 0.13537
"SWE" 1987 "30" 0.12439
"SWE" 1987 "31" 0.11107
"SWE" 1987 "32" 0.09515
"SWE" 1987 "33" 0.07972
"SWE" 1987 "34" 0.06571
"SWE" 1987 "35" 0.05221
"SWE" 1987 "36" 0.0428
"SWE" 1987 "37" 0.0311
"SWE" 1987 "38" 0.02377
"SWE" 1987 "39" 0.01751
"SWE" 1987 "40" 0.0114
"SWE" 1987 "41" 0.0074
"SWE" 1987 "42" 0.00459
"SWE" 1987 "43" 0.00295
"SWE" 1987 "44" 0.00178
"SWE" 1987 "45" 6e-04
"SWE" 1987 "46" 0.00036
"SWE" 1987 "47" 8e-05
"SWE" 1987 "48" 0
"SWE" 1987 "49" 2e-05
"SWE" 1987 "50" 0
"SWE" 1987 "51" 0
"SWE" 1987 "52" 0
"SWE" 1987 "53" 0
"SWE" 1987 "54" 0
"SWE" 1987 "55+" 0
"SWE" 1988 "12-" 0
"SWE" 1988 "13" 2e-05
"SWE" 1988 "14" 9e-05
"SWE" 1988 "15" 0.00067
"SWE" 1988 "16" 0.00247
"SWE" 1988 "17" 0.00681
"SWE" 1988 "18" 0.01557
"SWE" 1988 "19" 0.03157
"SWE" 1988 "20" 0.05056
"SWE" 1988 "21" 0.07096
"SWE" 1988 "22" 0.09226
"SWE" 1988 "23" 0.11043
"SWE" 1988 "24" 0.12737
"SWE" 1988 "25" 0.14178
"SWE" 1988 "26" 0.14999
"SWE" 1988 "27" 0.15256
"SWE" 1988 "28" 0.14968
"SWE" 1988 "29" 0.14451
"SWE" 1988 "30" 0.13319
"SWE" 1988 "31" 0.11621
"SWE" 1988 "32" 0.10002
"SWE" 1988 "33" 0.08462
"SWE" 1988 "34" 0.06965
"SWE" 1988 "35" 0.05722
"SWE" 1988 "36" 0.04567
"SWE" 1988 "37" 0.03567
"SWE" 1988 "38" 0.02677
"SWE" 1988 "39" 0.01934
"SWE" 1988 "40" 0.01247
"SWE" 1988 "41" 0.00839
"SWE" 1988 "42" 0.00482
"SWE" 1988 "43" 0.00271
"SWE" 1988 "44" 0.00162
"SWE" 1988 "45" 8e-04
"SWE" 1988 "46" 0.00022
"SWE" 1988 "47" 1e-04
"SWE" 1988 "48" 4e-05
"SWE" 1988 "49" 0
"SWE" 1988 "50" 0
"SWE" 1988 "51" 0
"SWE" 1988 "52" 0
"SWE" 1988 "53" 2e-05
"SWE" 1988 "54" 0
"SWE" 1988 "55+" 0
"SWE" 1989 "12-" 0
"SWE" 1989 "13" 0
"SWE" 1989 "14" 2e-05
"SWE" 1989 "15" 0.00069
"SWE" 1989 "16" 0.00288
"SWE" 1989 "17" 0.00769
"SWE" 1989 "18" 0.01703
"SWE" 1989 "19" 0.03567
"SWE" 1989 "20" 0.0524
"SWE" 1989 "21" 0.07276
"SWE" 1989 "22" 0.09229
"SWE" 1989 "23" 0.11087
"SWE" 1989 "24" 0.13002
"SWE" 1989 "25" 0.1432
"SWE" 1989 "26" 0.14937
"SWE" 1989 "27" 0.15332
"SWE" 1989 "28" 0.15533
"SWE" 1989 "29" 0.147
"SWE" 1989 "30" 0.13459
"SWE" 1989 "31" 0.1185
"SWE" 1989 "32" 0.10376
"SWE" 1989 "33" 0.08996
"SWE" 1989 "34" 0.07276
"SWE" 1989 "35" 0.06141
"SWE" 1989 "36" 0.0493
"SWE" 1989 "37" 0.03574
"SWE" 1989 "38" 0.02924
"SWE" 1989 "39" 0.02046
"SWE" 1989 "40" 0.01367
"SWE" 1989 "41" 0.00872
"SWE" 1989 "42" 0.00582
"SWE" 1989 "43" 0.00278
"SWE" 1989 "44" 0.00111
"SWE" 1989 "45" 0.00082
"SWE" 1989 "46" 0.00039
"SWE" 1989 "47" 0.00015
"SWE" 1989 "48" 0
"SWE" 1989 "49" 0
"SWE" 1989 "50" 0
"SWE" 1989 "51" 0
"SWE" 1989 "52" 0
"SWE" 1989 "53" 0
"SWE" 1989 "54" 0
"SWE" 1989 "55+" 0
"SWE" 1990 "12-" 0
"SWE" 1990 "13" 2e-05
"SWE" 1990 "14" 2e-04
"SWE" 1990 "15" 0.00078
"SWE" 1990 "16" 0.00295
"SWE" 1990 "17" 0.0082
"SWE" 1990 "18" 0.01886
"SWE" 1990 "19" 0.03802
"SWE" 1990 "20" 0.05657
"SWE" 1990 "21" 0.07637
"SWE" 1990 "22" 0.09858
"SWE" 1990 "23" 0.11869
"SWE" 1990 "24" 0.13654
"SWE" 1990 "25" 0.14937
"SWE" 1990 "26" 0.15839
"SWE" 1990 "27" 0.16223
"SWE" 1990 "28" 0.15884
"SWE" 1990 "29" 0.15252
"SWE" 1990 "30" 0.14176
"SWE" 1990 "31" 0.1309
"SWE" 1990 "32" 0.11077
"SWE" 1990 "33" 0.09352
"SWE" 1990 "34" 0.0793
"SWE" 1990 "35" 0.06703
"SWE" 1990 "36" 0.05123
"SWE" 1990 "37" 0.03946
"SWE" 1990 "38" 0.03036
"SWE" 1990 "39" 0.02169
"SWE" 1990 "40" 0.01485
"SWE" 1990 "41" 0.01014
"SWE" 1990 "42" 0.0058
"SWE" 1990 "43" 0.00341
"SWE" 1990 "44" 0.00163
"SWE" 1990 "45" 0.00055
"SWE" 1990 "46" 0.00036
"SWE" 1990 "47" 0.00014
"SWE" 1990 "48" 7e-05
"SWE" 1990 "49" 0
"SWE" 1990 "50" 0
"SWE" 1990 "51" 2e-05
"SWE" 1990 "52" 0
"SWE" 1990 "53" 0
"SWE" 1990 "54" 0
"SWE" 1990 "55+" 0
"SWE" 1991 "12-" 0
"SWE" 1991 "13" 2e-05
"SWE" 1991 "14" 0.00014
"SWE" 1991 "15" 0.00075
"SWE" 1991 "16" 0.00267
"SWE" 1991 "17" 0.00778
"SWE" 1991 "18" 0.01795
"SWE" 1991 "19" 0.03403
"SWE" 1991 "20" 0.05466
"SWE" 1991 "21" 0.07195
"SWE" 1991 "22" 0.09242
"SWE" 1991 "23" 0.11424
"SWE" 1991 "24" 0.1298
"SWE" 1991 "25" 0.14657
"SWE" 1991 "26" 0.15436
"SWE" 1991 "27" 0.16107
"SWE" 1991 "28" 0.15955
"SWE" 1991 "29" 0.14985
"SWE" 1991 "30" 0.14275
"SWE" 1991 "31" 0.13012
"SWE" 1991 "32" 0.11262
"SWE" 1991 "33" 0.09609
"SWE" 1991 "34" 0.0807
"SWE" 1991 "35" 0.06576
"SWE" 1991 "36" 0.05336
"SWE" 1991 "37" 0.0417
"SWE" 1991 "38" 0.03141
"SWE" 1991 "39" 0.02253
"SWE" 1991 "40" 0.0157
"SWE" 1991 "41" 0.00976
"SWE" 1991 "42" 0.0063
"SWE" 1991 "43" 0.0037
"SWE" 1991 "44" 0.0016
"SWE" 1991 "45" 9e-04
"SWE" 1991 "46" 0.00024
"SWE" 1991 "47" 0.00014
"SWE" 1991 "48" 2e-05
"SWE" 1991 "49" 4e-05
"SWE" 1991 "50" 0
"SWE" 1991 "51" 0
"SWE" 1991 "52" 0
"SWE" 1991 "53" 0
"SWE" 1991 "54" 0
"SWE" 1991 "55+" 0
"SWE" 1992 "12-" 0
"SWE" 1992 "13" 4e-05
"SWE" 1992 "14" 0.00015
"SWE" 1992 "15" 0.00053
"SWE" 1992 "16" 0.00259
"SWE" 1992 "17" 0.00738
"SWE" 1992 "18" 0.01425
"SWE" 1992 "19" 0.03012
"SWE" 1992 "20" 0.04937
"SWE" 1992 "21" 0.06876
"SWE" 1992 "22" 0.08971
"SWE" 1992 "23" 0.10731
"SWE" 1992 "24" 0.12984
"SWE" 1992 "25" 0.14166
"SWE" 1992 "26" 0.15192
"SWE" 1992 "27" 0.15493
"SWE" 1992 "28" 0.15413
"SWE" 1992 "29" 0.15108
"SWE" 1992 "30" 0.14018
"SWE" 1992 "31" 0.12719
"SWE" 1992 "32" 0.11441
"SWE" 1992 "33" 0.09904
"SWE" 1992 "34" 0.08194
"SWE" 1992 "35" 0.06819
"SWE" 1992 "36" 0.05445
"SWE" 1992 "37" 0.04279
"SWE" 1992 "38" 0.03274
"SWE" 1992 "39" 0.02269
"SWE" 1992 "40" 0.01558
"SWE" 1992 "41" 0.01051
"SWE" 1992 "42" 0.00643
"SWE" 1992 "43" 0.00345
"SWE" 1992 "44" 0.00202
"SWE" 1992 "45" 0.00079
"SWE" 1992 "46" 0.00036
"SWE" 1992 "47" 0.00024
"SWE" 1992 "48" 3e-05
"SWE" 1992 "49" 2e-05
"SWE" 1992 "50" 0
"SWE" 1992 "51" 0
"SWE" 1992 "52" 0
"SWE" 1992 "53" 0
"SWE" 1992 "54" 0
"SWE" 1992 "55+" 0
"SWE" 1993 "12-" 0
"SWE" 1993 "13" 0
"SWE" 1993 "14" 0.00017
"SWE" 1993 "15" 0.00057
"SWE" 1993 "16" 0.00235
"SWE" 1993 "17" 0.00623
