Live births by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 12/10/2018
Code Year    Age        Total
FRATNP  1971     33     22444.00
FRATNP  1971     34     19573.00
FRATNP  1971     35     17449.00
FRATNP  1971     36     15366.00
FRATNP  1971     37     13081.00
FRATNP  1971     38     10774.00
FRATNP  1971     39      8842.00
FRATNP  1971     40      6998.00
FRATNP  1971     41      5151.00
FRATNP  1971     42      3418.00
FRATNP  1971     43      2229.00
FRATNP  1971     44      1251.00
FRATNP  1971     45       750.00
FRATNP  1971     46       329.00
FRATNP  1971     47       145.00
FRATNP  1971     48        57.00
FRATNP  1971     49        31.00
FRATNP  1971     50        16.00
FRATNP  1971     51         5.00
FRATNP  1971     52         1.00
FRATNP  1971     53         6.00
FRATNP  1971     54         4.00
FRATNP  1971     55+        0.00
FRATNP  1972     12-        9.00
FRATNP  1972     13        25.00
FRATNP  1972     14       223.00
FRATNP  1972     15      1089.00
FRATNP  1972     16      4382.00
FRATNP  1972     17     11965.00
FRATNP  1972     18     23974.00
FRATNP  1972     19     40201.00
FRATNP  1972     20     54299.00
FRATNP  1972     21     66777.00
FRATNP  1972     22     75384.00
FRATNP  1972     23     77786.00
FRATNP  1972     24     77964.00
FRATNP  1972     25     71765.00
FRATNP  1972     26     57460.00
FRATNP  1972     27     44802.00
FRATNP  1972     28     40636.00
FRATNP  1972     29     34069.00
FRATNP  1972     30     28666.00
FRATNP  1972     31     23595.00
FRATNP  1972     32     23645.00
FRATNP  1972     33     21068.00
FRATNP  1972     34     18026.00
FRATNP  1972     35     16203.00
FRATNP  1972     36     13896.00
FRATNP  1972     37     12035.00
FRATNP  1972     38     10046.00
FRATNP  1972     39      8341.00
FRATNP  1972     40      6448.00
FRATNP  1972     41      4839.00
FRATNP  1972     42      3377.00
FRATNP  1972     43      2106.00
FRATNP  1972     44      1217.00
FRATNP  1972     45       640.00
FRATNP  1972     46       295.00
FRATNP  1972     47       141.00
FRATNP  1972     48        54.00
FRATNP  1972     49        28.00
FRATNP  1972     50        12.00
FRATNP  1972     51         5.00
FRATNP  1972     52         8.00
FRATNP  1972     53         1.00
FRATNP  1972     54         4.00
FRATNP  1972     55+        0.00
FRATNP  1973     12-        2.00
FRATNP  1973     13        30.00
FRATNP  1973     14       177.00
FRATNP  1973     15      1146.00
FRATNP  1973     16      4312.00
FRATNP  1973     17     12190.00
FRATNP  1973     18     24628.00
FRATNP  1973     19     39080.00
FRATNP  1973     20     53129.00
FRATNP  1973     21     63702.00
FRATNP  1973     22     71072.00
FRATNP  1973     23     74469.00
FRATNP  1973     24     74833.00
FRATNP  1973     25     70293.00
FRATNP  1973     26     64190.00
FRATNP  1973     27     50625.00
FRATNP  1973     28     38694.00
FRATNP  1973     29     34134.00
FRATNP  1973     30     28850.00
FRATNP  1973     31     23503.00
FRATNP  1973     32     19449.00
FRATNP  1973     33     19465.00
FRATNP  1973     34     16941.00
FRATNP  1973     35     14930.00
FRATNP  1973     36     12730.00
FRATNP  1973     37     10766.00
FRATNP  1973     38      8991.00
FRATNP  1973     39      7425.00
FRATNP  1973     40      5917.00
FRATNP  1973     41      4338.00
FRATNP  1973     42      3097.00
FRATNP  1973     43      1930.00
FRATNP  1973     44      1080.00
FRATNP  1973     45       560.00
FRATNP  1973     46       252.00
FRATNP  1973     47       133.00
FRATNP  1973     48        62.00
FRATNP  1973     49        30.00
FRATNP  1973     50        12.00
FRATNP  1973     51         9.00
FRATNP  1973     52         4.00
FRATNP  1973     53         5.00
FRATNP  1973     54         1.00
FRATNP  1973     55+        0.00
FRATNP  1974     12-        2.00
FRATNP  1974     13        21.00
FRATNP  1974     14       187.00
FRATNP  1974     15      1132.00
FRATNP  1974     16      4241.00
FRATNP  1974     17     11451.00
FRATNP  1974     18     23317.00
FRATNP  1974     19     36807.00
FRATNP  1974     20     48556.00
FRATNP  1974     21     57323.00
FRATNP  1974     22     63813.00
FRATNP  1974     23     67153.00
FRATNP  1974     24     69525.00
FRATNP  1974     25     66309.00
FRATNP  1974     26     61625.00
FRATNP  1974     27     55092.00
FRATNP  1974     28     41951.00
FRATNP  1974     29     31548.00
FRATNP  1974     30     27806.00
FRATNP  1974     31     22681.00
FRATNP  1974     32     18535.00
FRATNP  1974     33     14931.00
FRATNP  1974     34     15042.00
FRATNP  1974     35     12837.00
FRATNP  1974     36     10977.00
FRATNP  1974     37      9217.00
FRATNP  1974     38      7776.00
FRATNP  1974     39      6335.00
FRATNP  1974     40      4925.00
FRATNP  1974     41      3734.00
FRATNP  1974     42      2635.00
FRATNP  1974     43      1783.00
FRATNP  1974     44       966.00
FRATNP  1974     45       521.00
FRATNP  1974     46       259.00
FRATNP  1974     47        99.00
FRATNP  1974     48        44.00
FRATNP  1974     49        24.00
FRATNP  1974     50        17.00
FRATNP  1974     51         9.00
FRATNP  1974     52         8.00
FRATNP  1974     53         2.00
FRATNP  1974     54         2.00
FRATNP  1974     55+        0.00
FRATNP  1975     12-        3.00
FRATNP  1975     13        16.00
FRATNP  1975     14       162.00
FRATNP  1975     15      1067.00
FRATNP  1975     16      3931.00
FRATNP  1975     17     10395.00
FRATNP  1975     18     21224.00
FRATNP  1975     19     34075.00
FRATNP  1975     20     44423.00
FRATNP  1975     21     51870.00
FRATNP  1975     22     57987.00
FRATNP  1975     23     61532.00
FRATNP  1975     24     63498.00
FRATNP  1975     25     62464.00
FRATNP  1975     26     58199.00
FRATNP  1975     27     52480.00
FRATNP  1975     28     45809.00
FRATNP  1975     29     34212.00
FRATNP  1975     30     25194.00
FRATNP  1975     31     21704.00
FRATNP  1975     32     17781.00
FRATNP  1975     33     14229.00
FRATNP  1975     34     11369.00
FRATNP  1975     35     11082.00
FRATNP  1975     36      9326.00
FRATNP  1975     37      7661.00
FRATNP  1975     38      6295.00
FRATNP  1975     39      5219.00
FRATNP  1975     40      3980.00
FRATNP  1975     41      2807.00
FRATNP  1975     42      2135.00
FRATNP  1975     43      1372.00
FRATNP  1975     44       785.00
FRATNP  1975     45       411.00
FRATNP  1975     46       186.00
FRATNP  1975     47        98.00
FRATNP  1975     48        35.00
FRATNP  1975     49        17.00
FRATNP  1975     50        12.00
FRATNP  1975     51         7.00
FRATNP  1975     52         9.00
FRATNP  1975     53         4.00
FRATNP  1975     54         0.00
FRATNP  1975     55+        0.00
FRATNP  1976     12-        2.00
FRATNP  1976     13        21.00
FRATNP  1976     14       160.00
FRATNP  1976     15       854.00
FRATNP  1976     16      3579.00
FRATNP  1976     17      9189.00
FRATNP  1976     18     19271.00
FRATNP  1976     19     31936.00
FRATNP  1976     20     42167.00
FRATNP  1976     21     49899.00
FRATNP  1976     22     55167.00
FRATNP  1976     23     59213.00
FRATNP  1976     24     60229.00
FRATNP  1976     25     60071.00
FRATNP  1976     26     57582.00
FRATNP  1976     27     52140.00
FRATNP  1976     28     45869.00
FRATNP  1976     29     39342.00
FRATNP  1976     30     29061.00
FRATNP  1976     31     20803.00
FRATNP  1976     32     17333.00
FRATNP  1976     33     13744.00
FRATNP  1976     34     10951.00
FRATNP  1976     35      8486.00
FRATNP  1976     36      8037.00
FRATNP  1976     37      6484.00
FRATNP  1976     38      5212.00
FRATNP  1976     39      4133.00
FRATNP  1976     40      3184.00
FRATNP  1976     41      2299.00
FRATNP  1976     42      1634.00
FRATNP  1976     43      1088.00
FRATNP  1976     44       591.00
FRATNP  1976     45       341.00
FRATNP  1976     46       181.00
FRATNP  1976     47        66.00
FRATNP  1976     48        33.00
FRATNP  1976     49        18.00
FRATNP  1976     50         7.00
FRATNP  1976     51         6.00
FRATNP  1976     52         7.00
FRATNP  1976     53         5.00
FRATNP  1976     54         0.00
FRATNP  1976     55+        0.00
FRATNP  1977     12-        3.00
FRATNP  1977     13        16.00
FRATNP  1977     14       145.00
FRATNP  1977     15       879.00
FRATNP  1977     16      3276.00
FRATNP  1977     17      8719.00
FRATNP  1977     18     18600.00
FRATNP  1977     19     31146.00
FRATNP  1977     20     41878.00
FRATNP  1977     21     50608.00
FRATNP  1977     22     57726.00
FRATNP  1977     23     60994.00
FRATNP  1977     24     62653.00
FRATNP  1977     25     62036.00
FRATNP  1977     26     58850.00
FRATNP  1977     27     54627.00
FRATNP  1977     28     48393.00
FRATNP  1977     29     41695.00
FRATNP  1977     30     34933.00
FRATNP  1977     31     24701.00
FRATNP  1977     32     17813.00
FRATNP  1977     33     14679.00
FRATNP  1977     34     11560.00
FRATNP  1977     35      8779.00
FRATNP  1977     36      6933.00
FRATNP  1977     37      6134.00
FRATNP  1977     38      4760.00
FRATNP  1977     39      3764.00
FRATNP  1977     40      2888.00
FRATNP  1977     41      2018.00
FRATNP  1977     42      1419.00
FRATNP  1977     43       942.00
FRATNP  1977     44       557.00
FRATNP  1977     45       322.00
FRATNP  1977     46       163.00
FRATNP  1977     47        80.00
FRATNP  1977     48        26.00
FRATNP  1977     49        14.00
FRATNP  1977     50         4.00
FRATNP  1977     51         4.00
FRATNP  1977     52         3.00
FRATNP  1977     53         3.00
FRATNP  1977     54         1.00
FRATNP  1977     55+        0.00
FRATNP  1978     12-        2.00
FRATNP  1978     13        18.00
FRATNP  1978     14       161.00
FRATNP  1978     15       767.00
FRATNP  1978     16      2950.00
FRATNP  1978     17      7793.00
FRATNP  1978     18     16776.00
FRATNP  1978     19     28639.00
FRATNP  1978     20     38995.00
FRATNP  1978     21     48103.00
FRATNP  1978     22     56078.00
FRATNP  1978     23     60672.00
FRATNP  1978     24     62041.00
FRATNP  1978     25     60902.00
FRATNP  1978     26     58533.00
FRATNP  1978     27     53899.00
FRATNP  1978     28     48748.00
FRATNP  1978     29     42517.00
FRATNP  1978     30     36044.00
FRATNP  1978     31     29225.00
FRATNP  1978     32     20644.00
FRATNP  1978     33     14440.00
FRATNP  1978     34     12184.00
FRATNP  1978     35      9182.00
FRATNP  1978     36      6941.00
FRATNP  1978     37      5154.00
FRATNP  1978     38      4578.00
FRATNP  1978     39      3461.00
FRATNP  1978     40      2635.00
FRATNP  1978     41      1807.00
FRATNP  1978     42      1264.00
FRATNP  1978     43       841.00
FRATNP  1978     44       488.00
FRATNP  1978     45       290.00
FRATNP  1978     46       160.00
FRATNP  1978     47        66.00
FRATNP  1978     48        36.00
FRATNP  1978     49        10.00
FRATNP  1978     50         7.00
FRATNP  1978     51         4.00
FRATNP  1978     52         4.00
FRATNP  1978     53         1.00
FRATNP  1978     54         2.00
FRATNP  1978     55+        0.00
FRATNP  1979     12-        4.00
FRATNP  1979     13        21.00
FRATNP  1979     14       123.00
FRATNP  1979     15       773.00
FRATNP  1979     16      2615.00
FRATNP  1979     17      7008.00
FRATNP  1979     18     15192.00
FRATNP  1979     19     27028.00
FRATNP  1979     20     37978.00
FRATNP  1979     21     47360.00
FRATNP  1979     22     55485.00
FRATNP  1979     23     61384.00
FRATNP  1979     24     64049.00
FRATNP  1979     25     62976.00
FRATNP  1979     26     60783.00
FRATNP  1979     27     55920.00
FRATNP  1979     28     50095.00
FRATNP  1979     29     45060.00
FRATNP  1979     30     38134.00
FRATNP  1979     31     31700.00
FRATNP  1979     32     25430.00
FRATNP  1979     33     17853.00
FRATNP  1979     34     12506.00
FRATNP  1979     35     10116.00
FRATNP  1979     36      7492.00
FRATNP  1979     37      5529.00
FRATNP  1979     38      4183.00
FRATNP  1979     39      3425.00
FRATNP  1979     40      2458.00
FRATNP  1979     41      1803.00
FRATNP  1979     42      1154.00
FRATNP  1979     43       758.00
FRATNP  1979     44       468.00
FRATNP  1979     45       238.00
FRATNP  1979     46       127.00
FRATNP  1979     47        54.00
FRATNP  1979     48        35.00
FRATNP  1979     49        21.00
FRATNP  1979     50         7.00
FRATNP  1979     51         3.00
FRATNP  1979     52         2.00
FRATNP  1979     53         2.00
FRATNP  1979     54         2.00
FRATNP  1979     55+        0.00
FRATNP  1980     12-        0.00
FRATNP  1980     13        20.00
FRATNP  1980     14       133.00
FRATNP  1980     15       758.00
FRATNP  1980     16      2806.00
FRATNP  1980     17      6897.00
FRATNP  1980     18     15017.00
FRATNP  1980     19     26688.00
FRATNP  1980     20     37499.00
FRATNP  1980     21     48591.00
FRATNP  1980     22     56872.00
FRATNP  1980     23     63435.00
FRATNP  1980     24     66883.00
FRATNP  1980     25     67358.00
FRATNP  1980     26     63776.00
FRATNP  1980     27     59405.00
FRATNP  1980     28     52953.00
FRATNP  1980     29     47349.00
FRATNP  1980     30     41726.00
FRATNP  1980     31     34802.00
FRATNP  1980     32     28424.00
FRATNP  1980     33     22465.00
FRATNP  1980     34     15919.00
FRATNP  1980     35     10791.00
FRATNP  1980     36      8632.00
FRATNP  1980     37      6378.00
FRATNP  1980     38      4511.00
FRATNP  1980     39      3202.00
FRATNP  1980     40      2565.00
FRATNP  1980     41      1737.00
FRATNP  1980     42      1110.00
FRATNP  1980     43       722.00
FRATNP  1980     44       466.00
FRATNP  1980     45       222.00
FRATNP  1980     46       124.00
FRATNP  1980     47        59.00
FRATNP  1980     48        31.00
FRATNP  1980     49        25.00
FRATNP  1980     50        14.00
FRATNP  1980     51         5.00
FRATNP  1980     52         3.00
FRATNP  1980     53         2.00
FRATNP  1980     54         1.00
FRATNP  1980     55+        0.00
FRATNP  1981     12-        1.00
FRATNP  1981     13        22.00
FRATNP  1981     14       141.00
FRATNP  1981     15       710.00
FRATNP  1981     16      2529.00
FRATNP  1981     17      6513.00
FRATNP  1981     18     13804.00
FRATNP  1981     19     24665.00
FRATNP  1981     20     35722.00
FRATNP  1981     21     46362.00
FRATNP  1981     22     55932.00
FRATNP  1981     23     62286.00
FRATNP  1981     24     65947.00
FRATNP  1981     25     67113.00
FRATNP  1981     26     64835.00
FRATNP  1981     27     59754.00
FRATNP  1981     28     54215.00
FRATNP  1981     29     47897.00
FRATNP  1981     30     42312.00
FRATNP  1981     31     36019.00
FRATNP  1981     32     29878.00
FRATNP  1981     33     24478.00
FRATNP  1981     34     19210.00
FRATNP  1981     35     13249.00
FRATNP  1981     36      9210.00
FRATNP  1981     37      7205.00
FRATNP  1981     38      5019.00
FRATNP  1981     39      3521.00
FRATNP  1981     40      2391.00
FRATNP  1981     41      1859.00
FRATNP  1981     42      1090.00
FRATNP  1981     43       665.00
FRATNP  1981     44       412.00
FRATNP  1981     45       240.00
FRATNP  1981     46       122.00
FRATNP  1981     47        66.00
FRATNP  1981     48        41.00
FRATNP  1981     49        16.00
FRATNP  1981     50        16.00
FRATNP  1981     51         9.00
FRATNP  1981     52         3.00
FRATNP  1981     53         3.00
FRATNP  1981     54         1.00
FRATNP  1981     55+        0.00
FRATNP  1982     12-        8.00
FRATNP  1982     13        20.00
FRATNP  1982     14       148.00
FRATNP  1982     15       647.00
FRATNP  1982     16      2355.00
FRATNP  1982     17      6091.00
FRATNP  1982     18     12912.00
FRATNP  1982     19     23518.00
FRATNP  1982     20     34024.00
FRATNP  1982     21     44863.00
FRATNP  1982     22     54199.00
FRATNP  1982     23     61617.00
FRATNP  1982     24     65188.00
FRATNP  1982     25     66038.00
FRATNP  1982     26     64155.00
FRATNP  1982     27     59466.00
FRATNP  1982     28     53627.00
FRATNP  1982     29     48014.00
FRATNP  1982     30     41770.00
FRATNP  1982     31     35195.00
FRATNP  1982     32     30020.00
FRATNP  1982     33     24469.00
FRATNP  1982     34     19814.00
FRATNP  1982     35     15512.00
FRATNP  1982     36     10407.00
FRATNP  1982     37      7024.00
FRATNP  1982     38      5328.00
FRATNP  1982     39      3712.00
FRATNP  1982     40      2502.00
FRATNP  1982     41      1693.00
FRATNP  1982     42      1255.00
FRATNP  1982     43       702.00
FRATNP  1982     44       428.00
FRATNP  1982     45       223.00
FRATNP  1982     46       127.00
FRATNP  1982     47        73.00
FRATNP  1982     48        34.00
FRATNP  1982     49        19.00
FRATNP  1982     50        13.00
FRATNP  1982     51         8.00
FRATNP  1982     52         2.00
FRATNP  1982     53         1.00
FRATNP  1982     54         2.00
FRATNP  1982     55+        0.00
FRATNP  1983     12-        2.00
FRATNP  1983     13        21.00
FRATNP  1983     14       149.00
FRATNP  1983     15       614.00
FRATNP  1983     16      2100.00
FRATNP  1983     17      5350.00
FRATNP  1983     18     11529.00
FRATNP  1983     19     21061.00
FRATNP  1983     20     31041.00
FRATNP  1983     21     40948.00
FRATNP  1983     22     50645.00
FRATNP  1983     23     57322.00
FRATNP  1983     24     61229.00
FRATNP  1983     25     62605.00
FRATNP  1983     26     60091.00
FRATNP  1983     27     56239.00
FRATNP  1983     28     51016.00
FRATNP  1983     29     45247.00
FRATNP  1983     30     39171.00
FRATNP  1983     31     33159.00
FRATNP  1983     32     27518.00
FRATNP  1983     33     23319.00
FRATNP  1983     34     18662.00
FRATNP  1983     35     15078.00
FRATNP  1983     36     11306.00
FRATNP  1983     37      7624.00
FRATNP  1983     38      5094.00
FRATNP  1983     39      3688.00
FRATNP  1983     40      2516.00
FRATNP  1983     41      1605.00
FRATNP  1983     42       978.00
FRATNP  1983     43       753.00
FRATNP  1983     44       398.00
FRATNP  1983     45       218.00
FRATNP  1983     46        92.00
FRATNP  1983     47        68.00
FRATNP  1983     48        27.00
FRATNP  1983     49        22.00
FRATNP  1983     50        11.00
FRATNP  1983     51         5.00
FRATNP  1983     52         2.00
FRATNP  1983     53         2.00
FRATNP  1983     54         0.00
FRATNP  1983     55+        0.00
FRATNP  1984     12-        1.00
FRATNP  1984     13        19.00
FRATNP  1984     14       141.00
FRATNP  1984     15       624.00
FRATNP  1984     16      2010.00
FRATNP  1984     17      4934.00
FRATNP  1984     18     10451.00
FRATNP  1984     19     19885.00
FRATNP  1984     20     29752.00
FRATNP  1984     21     39492.00
FRATNP  1984     22     48978.00
FRATNP  1984     23     56814.00
FRATNP  1984     24     62244.00
FRATNP  1984     25     64185.00
FRATNP  1984     26     62047.00
FRATNP  1984     27     57942.00
FRATNP  1984     28     52807.00
FRATNP  1984     29     46542.00
FRATNP  1984     30     40498.00
FRATNP  1984     31     34105.00
FRATNP  1984     32     28509.00
FRATNP  1984     33     23727.00
FRATNP  1984     34     19914.00
FRATNP  1984     35     15686.00
FRATNP  1984     36     12509.00
FRATNP  1984     37      9087.00
FRATNP  1984     38      5925.00
FRATNP  1984     39      3917.00
FRATNP  1984     40      2755.00
FRATNP  1984     41      1752.00
FRATNP  1984     42      1135.00
FRATNP  1984     43       642.00
FRATNP  1984     44       430.00
FRATNP  1984     45       214.00
FRATNP  1984     46       121.00
FRATNP  1984     47        62.00
FRATNP  1984     48        29.00
FRATNP  1984     49        21.00
FRATNP  1984     50        18.00
FRATNP  1984     51         5.00
FRATNP  1984     52         4.00
FRATNP  1984     53         6.00
FRATNP  1984     54         0.00
FRATNP  1984     55+        0.00
FRATNP  1985     12-        1.00
FRATNP  1985     13        24.00
FRATNP  1985     14       137.00
FRATNP  1985     15       563.00
FRATNP  1985     16      1811.00
FRATNP  1985     17      4322.00
FRATNP  1985     18      9349.00
FRATNP  1985     19     17499.00
FRATNP  1985     20     26891.00
FRATNP  1985     21     37376.00
FRATNP  1985     22     47469.00
FRATNP  1985     23     55491.00
FRATNP  1985     24     61526.00
FRATNP  1985     25     65056.00
FRATNP  1985     26     63769.00
FRATNP  1985     27     59688.00
FRATNP  1985     28     54654.00
FRATNP  1985     29     48167.00
FRATNP  1985     30     42508.00
FRATNP  1985     31     35630.00
FRATNP  1985     32     30354.00
FRATNP  1985     33     25246.00
FRATNP  1985     34     20898.00
FRATNP  1985     35     17174.00
FRATNP  1985     36     13187.00
FRATNP  1985     37     10204.00
FRATNP  1985     38      7164.00
FRATNP  1985     39      4637.00
FRATNP  1985     40      2893.00
FRATNP  1985     41      1997.00
FRATNP  1985     42      1171.00
FRATNP  1985     43       688.00
FRATNP  1985     44       417.00
FRATNP  1985     45       224.00
FRATNP  1985     46       101.00
FRATNP  1985     47        56.00
FRATNP  1985     48        28.00
FRATNP  1985     49        15.00
FRATNP  1985     50        15.00
FRATNP  1985     51        13.00
FRATNP  1985     52         6.00
FRATNP  1985     53        10.00
FRATNP  1985     54         2.00
FRATNP  1985     55+        0.00
FRATNP  1986     12-        1.00
FRATNP  1986     13        17.00
FRATNP  1986     14       146.00
FRATNP  1986     15       554.00
FRATNP  1986     16      1690.00
FRATNP  1986     17      4050.00
FRATNP  1986     18      8870.00
FRATNP  1986     19     16375.00
FRATNP  1986     20     25003.00
FRATNP  1986     21     35139.00
FRATNP  1986     22     45471.00
FRATNP  1986     23     54401.00
FRATNP  1986     24     60525.00
FRATNP  1986     25     64936.00
FRATNP  1986     26     65109.00
FRATNP  1986     27     62032.00
FRATNP  1986     28     56147.00
FRATNP  1986     29     50330.00
FRATNP  1986     30     44403.00
FRATNP  1986     31     38036.00
FRATNP  1986     32     31622.00
FRATNP  1986     33     26410.00
FRATNP  1986     34     22110.00
FRATNP  1986     35     17847.00
FRATNP  1986     36     14250.00
FRATNP  1986     37     10642.00
FRATNP  1986     38      8191.00
FRATNP  1986     39      5740.00
FRATNP  1986     40      3510.00
FRATNP  1986     41      2016.00
FRATNP  1986     42      1263.00
FRATNP  1986     43       744.00
FRATNP  1986     44       403.00
FRATNP  1986     45       191.00
FRATNP  1986     46       130.00
FRATNP  1986     47        67.00
FRATNP  1986     48        34.00
FRATNP  1986     49        23.00
FRATNP  1986     50        16.00
FRATNP  1986     51         9.00
FRATNP  1986     52         6.00
FRATNP  1986     53         4.00
FRATNP  1986     54         5.00
FRATNP  1986     55+        0.00
FRATNP  1987     12-        1.00
FRATNP  1987     13        23.00
FRATNP  1987     14       117.00
FRATNP  1987     15       505.00
FRATNP  1987     16      1630.00
FRATNP  1987     17      3767.00
FRATNP  1987     18      8225.00
FRATNP  1987     19     14874.00
FRATNP  1987     20     22288.00
FRATNP  1987     21     31393.00
FRATNP  1987     22     41858.00
FRATNP  1987     23     51557.00
FRATNP  1987     24     58506.00
FRATNP  1987     25     62907.00
FRATNP  1987     26     63575.00
FRATNP  1987     27     61976.00
FRATNP  1987     28     57472.00
FRATNP  1987     29     51016.00
FRATNP  1987     30     44974.00
FRATNP  1987     31     38584.00
FRATNP  1987     32     32706.00
FRATNP  1987     33     27417.00
FRATNP  1987     34     22752.00
FRATNP  1987     35     18684.00
FRATNP  1987     36     14980.00
FRATNP  1987     37     11536.00
FRATNP  1987     38      8515.00
FRATNP  1987     39      6287.00
FRATNP  1987     40      4269.00
FRATNP  1987     41      2369.00
FRATNP  1987     42      1374.00
FRATNP  1987     43       801.00
FRATNP  1987     44       455.00
FRATNP  1987     45       181.00
FRATNP  1987     46       107.00
FRATNP  1987     47        67.00
FRATNP  1987     48        29.00
FRATNP  1987     49        21.00
FRATNP  1987     50         6.00
FRATNP  1987     51        11.00
FRATNP  1987     52         6.00
FRATNP  1987     53         6.00
FRATNP  1987     54         1.00
FRATNP  1987     55+        0.00
FRATNP  1988     12-        2.00
FRATNP  1988     13        22.00
FRATNP  1988     14       109.00
FRATNP  1988     15       446.00
FRATNP  1988     16      1513.00
FRATNP  1988     17      3614.00
FRATNP  1988     18      7695.00
FRATNP  1988     19     14576.00
FRATNP  1988     20     21288.00
FRATNP  1988     21     29089.00
FRATNP  1988     22     39297.00
FRATNP  1988     23     49086.00
FRATNP  1988     24     57559.00
FRATNP  1988     25     62758.00
FRATNP  1988     26     63379.00
FRATNP  1988     27     62054.00
FRATNP  1988     28     58286.00
FRATNP  1988     29     52596.00
FRATNP  1988     30     46560.00
FRATNP  1988     31     40213.00
FRATNP  1988     32     34282.00
FRATNP  1988     33     28800.00
FRATNP  1988     34     23923.00
FRATNP  1988     35     19482.00
FRATNP  1988     36     15866.00
FRATNP  1988     37     12132.00
FRATNP  1988     38      9293.00
FRATNP  1988     39      6627.00
FRATNP  1988     40      4504.00
FRATNP  1988     41      2962.00
FRATNP  1988     42      1592.00
FRATNP  1988     43       811.00
FRATNP  1988     44       412.00
FRATNP  1988     45       204.00
FRATNP  1988     46        92.00
FRATNP  1988     47        60.00
FRATNP  1988     48        40.00
FRATNP  1988     49        16.00
FRATNP  1988     50         9.00
FRATNP  1988     51         8.00
FRATNP  1988     52         5.00
FRATNP  1988     53         5.00
FRATNP  1988     54         1.00
FRATNP  1988     55+        0.00
FRATNP  1989     12-        4.00
FRATNP  1989     13        16.00
FRATNP  1989     14       107.00
FRATNP  1989     15       419.00
FRATNP  1989     16      1457.00
FRATNP  1989     17      3472.00
FRATNP  1989     18      7574.00
FRATNP  1989     19     13674.00
FRATNP  1989     20     20193.00
FRATNP  1989     21     27999.00
FRATNP  1989     22     36486.00
FRATNP  1989     23     46116.00
FRATNP  1989     24     55415.00
FRATNP  1989     25     61409.00
FRATNP  1989     26     63080.00
FRATNP  1989     27     61411.00
FRATNP  1989     28     58154.00
FRATNP  1989     29     53250.00
FRATNP  1989     30     47589.00
FRATNP  1989     31     40733.00
FRATNP  1989     32     34703.00
FRATNP  1989     33     29438.00
FRATNP  1989     34     24685.00
FRATNP  1989     35     20199.00
FRATNP  1989     36     16282.00
FRATNP  1989     37     12628.00
FRATNP  1989     38      9756.00
FRATNP  1989     39      7150.00
FRATNP  1989     40      4966.00
FRATNP  1989     41      3267.00
FRATNP  1989     42      1898.00
FRATNP  1989     43       985.00
FRATNP  1989     44       450.00
FRATNP  1989     45       224.00
FRATNP  1989     46       126.00
FRATNP  1989     47        51.00
FRATNP  1989     48        35.00
FRATNP  1989     49        24.00
FRATNP  1989     50        14.00
FRATNP  1989     51        17.00
FRATNP  1989     52         6.00
FRATNP  1989     53         6.00
FRATNP  1989     54         5.00
FRATNP  1989     55+        0.00
FRATNP  1990     12-        3.00
FRATNP  1990     13        17.00
FRATNP  1990     14        95.00
FRATNP  1990     15       394.00
FRATNP  1990     16      1424.00
FRATNP  1990     17      3358.00
FRATNP  1990     18      7365.00
FRATNP  1990     19     13655.00
FRATNP  1990     20     19417.00
FRATNP  1990     21     26744.00
FRATNP  1990     22     34823.00
FRATNP  1990     23     43235.00
FRATNP  1990     24     52386.00
FRATNP  1990     25     60325.00
FRATNP  1990     26     63042.00
FRATNP  1990     27     61792.00
FRATNP  1990     28     58325.00
FRATNP  1990     29     53960.00
FRATNP  1990     30     48566.00
FRATNP  1990     31     41912.00
FRATNP  1990     32     35283.00
FRATNP  1990     33     30036.00
FRATNP  1990     34     25330.00
FRATNP  1990     35     20918.00
FRATNP  1990     36     16770.00
FRATNP  1990     37     12889.00
FRATNP  1990     38      9921.00
FRATNP  1990     39      7441.00
FRATNP  1990     40      5223.00
FRATNP  1990     41      3406.00
FRATNP  1990     42      2143.00
FRATNP  1990     43      1158.00
FRATNP  1990     44       551.00
FRATNP  1990     45       250.00
FRATNP  1990     46       115.00
FRATNP  1990     47        49.00
FRATNP  1990     48        38.00
FRATNP  1990     49        23.00
FRATNP  1990     50        12.00
FRATNP  1990     51         4.00
FRATNP  1990     52         2.00
FRATNP  1990     53         4.00
FRATNP  1990     54         3.00
FRATNP  1990     55+        0.00
FRATNP  1991     12-        5.00
FRATNP  1991     13        19.00
FRATNP  1991     14        89.00
FRATNP  1991     15       380.00
FRATNP  1991     16      1328.00
FRATNP  1991     17      3187.00
FRATNP  1991     18      7271.00
FRATNP  1991     19     13324.00
FRATNP  1991     20     19083.00
FRATNP  1991     21     25778.00
FRATNP  1991     22     33566.00
FRATNP  1991     23     41695.00
FRATNP  1991     24     50065.00
FRATNP  1991     25     58500.00
FRATNP  1991     26     62922.00
FRATNP  1991     27     63045.00
FRATNP  1991     28     58999.00
FRATNP  1991     29     53673.00
FRATNP  1991     30     48915.00
FRATNP  1991     31     42184.00
FRATNP  1991     32     36185.00
FRATNP  1991     33     30203.00
FRATNP  1991     34     25512.00
FRATNP  1991     35     21431.00
FRATNP  1991     36     17093.00
FRATNP  1991     37     13466.00
FRATNP  1991     38     10247.00
FRATNP  1991     39      7563.00
FRATNP  1991     40      5350.00
FRATNP  1991     41      3437.00
