Live births by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 12/10/2018
Code Year    Age        Total
AUT  1951     12-        0.00
AUT  1951     13         0.00
AUT  1951     14        15.00
AUT  1951     15        62.00
AUT  1951     16       354.00
AUT  1951     17      1120.00
AUT  1951     18      2256.00
AUT  1951     19      3558.00
AUT  1951     20      4667.00
AUT  1951     21      5316.00
AUT  1951     22      5702.00
AUT  1951     23      5869.00
AUT  1951     24      6221.00
AUT  1951     25      6546.00
AUT  1951     26      6701.00
AUT  1951     27      6804.00
AUT  1951     28      6480.00
AUT  1951     29      6443.00
AUT  1951     30      5781.00
AUT  1951     31      4871.00
AUT  1951     32      3026.00
AUT  1951     33      2133.00
AUT  1951     34      2106.00
AUT  1951     35      2091.00
AUT  1951     36      2623.00
AUT  1951     37      2650.00
AUT  1951     38      2304.00
AUT  1951     39      1970.00
AUT  1951     40      1608.00
AUT  1951     41      1237.00
AUT  1951     42       906.00
AUT  1951     43       603.00
AUT  1951     44       348.00
AUT  1951     45       201.00
AUT  1951     46        96.00
AUT  1951     47        51.00
AUT  1951     48        22.00
AUT  1951     49         9.61
AUT  1951     50         9.36
AUT  1951     51         3.79
AUT  1951     52         0.24
AUT  1951     53         0.00
AUT  1951     54         0.00
AUT  1951     55+        0.00
AUT  1952     12-        0.00
AUT  1952     13         2.00
AUT  1952     14        16.00
AUT  1952     15        69.00
AUT  1952     16       333.00
AUT  1952     17      1043.00
AUT  1952     18      2133.00
AUT  1952     19      3606.00
AUT  1952     20      4576.00
AUT  1952     21      5301.00
AUT  1952     22      5860.00
AUT  1952     23      5882.00
AUT  1952     24      6151.00
AUT  1952     25      6227.00
AUT  1952     26      6708.00
AUT  1952     27      6724.00
AUT  1952     28      6482.00
AUT  1952     29      6286.00
AUT  1952     30      5962.00
AUT  1952     31      5306.00
AUT  1952     32      4540.00
AUT  1952     33      2758.00
AUT  1952     34      1959.00
AUT  1952     35      1817.00
AUT  1952     36      1840.00
AUT  1952     37      2392.00
AUT  1952     38      2228.00
AUT  1952     39      1919.00
AUT  1952     40      1485.00
AUT  1952     41      1251.00
AUT  1952     42       880.00
AUT  1952     43       585.00
AUT  1952     44       327.00
AUT  1952     45       205.00
AUT  1952     46        92.00
AUT  1952     47        37.00
AUT  1952     48        15.00
AUT  1952     49         8.26
AUT  1952     50         5.64
AUT  1952     51         1.10
AUT  1952     52         0.00
AUT  1952     53         0.00
AUT  1952     54         0.00
AUT  1952     55+        0.00
AUT  1953     12-        0.00
AUT  1953     13         3.00
AUT  1953     14        18.00
AUT  1953     15        78.00
AUT  1953     16       353.00
AUT  1953     17      1021.00
AUT  1953     18      2077.00
AUT  1953     19      3361.00
AUT  1953     20      4655.00
AUT  1953     21      5336.00
AUT  1953     22      5975.00
AUT  1953     23      6041.00
AUT  1953     24      6238.00
AUT  1953     25      6241.00
AUT  1953     26      6153.00
AUT  1953     27      6362.00
AUT  1953     28      6430.00
AUT  1953     29      6435.00
AUT  1953     30      5750.00
AUT  1953     31      5596.00
AUT  1953     32      4799.00
AUT  1953     33      4037.00
AUT  1953     34      2435.00
AUT  1953     35      1783.00
AUT  1953     36      1664.00
AUT  1953     37      1526.00
AUT  1953     38      1938.00
AUT  1953     39      1800.00
AUT  1953     40      1494.00
AUT  1953     41      1123.00
AUT  1953     42       860.00
AUT  1953     43       560.00
AUT  1953     44       340.00
AUT  1953     45       218.00
AUT  1953     46        97.00
AUT  1953     47        43.00
AUT  1953     48        18.00
AUT  1953     49         7.64
AUT  1953     50         1.36
AUT  1953     51         0.00
AUT  1953     52         0.00
AUT  1953     53         0.00
AUT  1953     54         0.00
AUT  1953     55+        0.00
AUT  1954     12-        0.00
AUT  1954     13         1.00
AUT  1954     14        12.00
AUT  1954     15       110.00
AUT  1954     16       368.00
AUT  1954     17      1104.00
AUT  1954     18      2096.00
AUT  1954     19      3260.00
AUT  1954     20      4550.00
AUT  1954     21      5281.00
AUT  1954     22      5880.00
AUT  1954     23      6208.00
AUT  1954     24      6413.00
AUT  1954     25      6368.00
AUT  1954     26      6171.00
AUT  1954     27      6178.00
AUT  1954     28      6118.00
AUT  1954     29      6187.00
AUT  1954     30      5950.00
AUT  1954     31      5442.00
AUT  1954     32      5061.00
AUT  1954     33      4475.00
AUT  1954     34      3565.00
AUT  1954     35      2228.00
AUT  1954     36      1592.00
AUT  1954     37      1517.00
AUT  1954     38      1383.00
AUT  1954     39      1667.00
AUT  1954     40      1552.00
AUT  1954     41      1203.00
AUT  1954     42       819.00
AUT  1954     43       543.00
AUT  1954     44       329.00
AUT  1954     45       186.00
AUT  1954     46        98.00
AUT  1954     47        38.00
AUT  1954     48        23.00
AUT  1954     49         4.07
AUT  1954     50         4.41
AUT  1954     51         0.52
AUT  1954     52         0.00
AUT  1954     53         0.00
AUT  1954     54         0.00
AUT  1954     55+        0.00
AUT  1955     12-        1.00
AUT  1955     13         2.00
AUT  1955     14         2.00
AUT  1955     15       147.00
AUT  1955     16       518.00
AUT  1955     17      1125.00
AUT  1955     18      2271.00
AUT  1955     19      3429.00
AUT  1955     20      4466.00
AUT  1955     21      5299.00
AUT  1955     22      6013.00
AUT  1955     23      6481.00
AUT  1955     24      6606.00
AUT  1955     25      6732.00
AUT  1955     26      6514.00
AUT  1955     27      6296.00
AUT  1955     28      6115.00
AUT  1955     29      6116.00
AUT  1955     30      6098.00
AUT  1955     31      5858.00
AUT  1955     32      5273.00
AUT  1955     33      4898.00
AUT  1955     34      4206.00
AUT  1955     35      3499.00
AUT  1955     36      2092.00
AUT  1955     37      1449.00
AUT  1955     38      1288.00
AUT  1955     39      1237.00
AUT  1955     40      1342.00
AUT  1955     41      1131.00
AUT  1955     42       840.00
AUT  1955     43       546.00
AUT  1955     44       342.00
AUT  1955     45       180.00
AUT  1955     46        93.00
AUT  1955     47        39.00
AUT  1955     48        13.00
AUT  1955     49        10.83
AUT  1955     50         6.09
AUT  1955     51         1.08
AUT  1955     52         0.00
AUT  1955     53         0.00
AUT  1955     54         0.00
AUT  1955     55+        0.00
AUT  1956     12-        0.00
AUT  1956     13         1.00
AUT  1956     14        30.00
AUT  1956     15       142.00
AUT  1956     16       703.00
AUT  1956     17      1576.00
AUT  1956     18      2479.00
AUT  1956     19      3659.00
AUT  1956     20      4684.00
AUT  1956     21      5747.00
AUT  1956     22      6267.00
AUT  1956     23      6750.00
AUT  1956     24      6996.00
AUT  1956     25      7150.00
AUT  1956     26      6939.00
AUT  1956     27      6665.00
AUT  1956     28      6322.00
AUT  1956     29      6146.00
AUT  1956     30      6023.00
AUT  1956     31      6023.00
AUT  1956     32      5573.00
AUT  1956     33      5173.00
AUT  1956     34      4708.00
AUT  1956     35      3953.00
AUT  1956     36      3285.00
AUT  1956     37      1932.00
AUT  1956     38      1363.00
AUT  1956     39      1190.00
AUT  1956     40      1062.00
AUT  1956     41      1138.00
AUT  1956     42       888.00
AUT  1956     43       589.00
AUT  1956     44       350.00
AUT  1956     45       179.00
AUT  1956     46        90.00
AUT  1956     47        38.00
AUT  1956     48        13.00
AUT  1956     49         0.00
AUT  1956     50         0.67
AUT  1956     51         0.33
AUT  1956     52         0.00
AUT  1956     53         0.00
AUT  1956     54         0.00
AUT  1956     55+        0.00
AUT  1957     12-        1.00
AUT  1957     13         6.00
AUT  1957     14        19.00
AUT  1957     15       163.00
AUT  1957     16       649.00
AUT  1957     17      2083.00
AUT  1957     18      3240.00
AUT  1957     19      3853.00
AUT  1957     20      4848.00
AUT  1957     21      5698.00
AUT  1957     22      6282.00
AUT  1957     23      6681.00
AUT  1957     24      7042.00
AUT  1957     25      7168.00
AUT  1957     26      7126.00
AUT  1957     27      7046.00
AUT  1957     28      6443.00
AUT  1957     29      6179.00
AUT  1957     30      5826.00
AUT  1957     31      5702.00
AUT  1957     32      5424.00
AUT  1957     33      5046.00
AUT  1957     34      4706.00
AUT  1957     35      4288.00
AUT  1957     36      3622.00
AUT  1957     37      2913.00
AUT  1957     38      1720.00
AUT  1957     39      1048.00
AUT  1957     40       988.00
AUT  1957     41       794.00
AUT  1957     42       770.00
AUT  1957     43       619.00
AUT  1957     44       352.00
AUT  1957     45       198.00
AUT  1957     46        95.00
AUT  1957     47        51.00
AUT  1957     48        16.00
AUT  1957     49         6.22
AUT  1957     50         0.78
AUT  1957     51         0.00
AUT  1957     52         0.00
AUT  1957     53         0.00
AUT  1957     54         0.00
AUT  1957     55+        0.00
AUT  1958     12-        1.00
AUT  1958     13         3.00
AUT  1958     14        24.00
AUT  1958     15       134.00
AUT  1958     16       639.00
AUT  1958     17      1987.00
AUT  1958     18      4064.00
AUT  1958     19      5134.00
AUT  1958     20      5156.00
AUT  1958     21      5786.00
AUT  1958     22      6390.00
AUT  1958     23      6749.00
AUT  1958     24      6963.00
AUT  1958     25      7113.00
AUT  1958     26      6994.00
AUT  1958     27      6815.00
AUT  1958     28      6430.00
AUT  1958     29      5949.00
AUT  1958     30      5611.00
AUT  1958     31      5308.00
AUT  1958     32      5220.00
AUT  1958     33      4978.00
AUT  1958     34      4591.00
AUT  1958     35      4120.00
AUT  1958     36      3684.00
AUT  1958     37      3019.00
AUT  1958     38      2343.00
AUT  1958     39      1340.00
AUT  1958     40       825.00
AUT  1958     41       665.00
AUT  1958     42       513.00
AUT  1958     43       542.00
AUT  1958     44       353.00
AUT  1958     45       188.00
AUT  1958     46        70.00
AUT  1958     47        33.00
AUT  1958     48        17.00
AUT  1958     49         2.56
AUT  1958     50         1.16
AUT  1958     51         0.28
AUT  1958     52         0.00
AUT  1958     53         0.00
AUT  1958     54         0.00
AUT  1958     55+        0.00
AUT  1959     12-        1.00
AUT  1959     13         4.00
AUT  1959     14        28.00
AUT  1959     15       169.00
AUT  1959     16       662.00
AUT  1959     17      1943.00
AUT  1959     18      4047.00
AUT  1959     19      6773.00
AUT  1959     20      6916.00
AUT  1959     21      6180.00
AUT  1959     22      6640.00
AUT  1959     23      6794.00
AUT  1959     24      7145.00
AUT  1959     25      6979.00
AUT  1959     26      6999.00
AUT  1959     27      6865.00
AUT  1959     28      6484.00
AUT  1959     29      6271.00
AUT  1959     30      5718.00
AUT  1959     31      5150.00
AUT  1959     32      4782.00
AUT  1959     33      4710.00
AUT  1959     34      4377.00
AUT  1959     35      4138.00
AUT  1959     36      3554.00
AUT  1959     37      3226.00
AUT  1959     38      2571.00
AUT  1959     39      2052.00
AUT  1959     40      1081.00
AUT  1959     41       669.00
AUT  1959     42       488.00
AUT  1959     43       326.00
AUT  1959     44       306.00
AUT  1959     45       196.00
AUT  1959     46        78.00
AUT  1959     47        31.00
AUT  1959     48        14.00
AUT  1959     49         6.66
AUT  1959     50         2.79
AUT  1959     51         0.55
AUT  1959     52         0.00
AUT  1959     53         0.00
AUT  1959     54         0.00
AUT  1959     55+        0.00
AUT  1960     12-        0.00
AUT  1960     13         5.00
AUT  1960     14        22.00
AUT  1960     15       152.00
AUT  1960     16       723.00
AUT  1960     17      1948.00
AUT  1960     18      3850.00
AUT  1960     19      6338.00
AUT  1960     20      8749.00
AUT  1960     21      8023.00
AUT  1960     22      6765.00
AUT  1960     23      6846.00
AUT  1960     24      6923.00
AUT  1960     25      6837.00
AUT  1960     26      6858.00
AUT  1960     27      6711.00
AUT  1960     28      6507.00
AUT  1960     29      6020.00
AUT  1960     30      5559.00
AUT  1960     31      5148.00
AUT  1960     32      4788.00
AUT  1960     33      4345.00
AUT  1960     34      4127.00
AUT  1960     35      3861.00
AUT  1960     36      3473.00
AUT  1960     37      3005.00
AUT  1960     38      2688.00
AUT  1960     39      2142.00
AUT  1960     40      1474.00
AUT  1960     41       827.00
AUT  1960     42       440.00
AUT  1960     43       305.00
AUT  1960     44       200.00
AUT  1960     45       158.00
AUT  1960     46        85.00
AUT  1960     47        28.00
AUT  1960     48        11.00
AUT  1960     49         3.50
AUT  1960     50         0.50
AUT  1960     51         0.00
AUT  1960     52         0.00
AUT  1960     53         0.00
AUT  1960     54         0.00
AUT  1960     55+        0.00
AUT  1961     12-        1.00
AUT  1961     13         6.00
AUT  1961     14        27.00
AUT  1961     15       171.00
AUT  1961     16       809.00
AUT  1961     17      2206.00
AUT  1961     18      3911.00
AUT  1961     19      6130.00
AUT  1961     20      8359.00
AUT  1961     21     10325.00
AUT  1961     22      9030.00
AUT  1961     23      7368.00
AUT  1961     24      7161.00
AUT  1961     25      7045.00
AUT  1961     26      6792.00
AUT  1961     27      6511.00
AUT  1961     28      6511.00
AUT  1961     29      5928.00
AUT  1961     30      5814.00
AUT  1961     31      5150.00
AUT  1961     32      4762.00
AUT  1961     33      4241.00
AUT  1961     34      3935.00
AUT  1961     35      3687.00
AUT  1961     36      3581.00
AUT  1961     37      3108.00
AUT  1961     38      2636.00
AUT  1961     39      2247.00
AUT  1961     40      1649.00
AUT  1961     41      1195.00
AUT  1961     42       580.00
AUT  1961     43       278.00
AUT  1961     44       170.00
AUT  1961     45        94.00
AUT  1961     46        79.00
AUT  1961     47        41.00
AUT  1961     48        19.00
AUT  1961     49         3.00
AUT  1961     50         0.94
AUT  1961     51         1.79
AUT  1961     52         0.27
AUT  1961     53         0.00
AUT  1961     54         0.00
AUT  1961     55+        0.00
AUT  1962     12-        0.00
AUT  1962     13         4.00
AUT  1962     14        16.00
AUT  1962     15       214.00
AUT  1962     16       726.00
AUT  1962     17      2205.00
AUT  1962     18      4244.00
AUT  1962     19      5727.00
AUT  1962     20      7868.00
AUT  1962     21      9587.00
AUT  1962     22     11215.00
AUT  1962     23      9501.00
AUT  1962     24      7367.00
AUT  1962     25      7036.00
AUT  1962     26      6783.00
AUT  1962     27      6394.00
AUT  1962     28      6127.00
AUT  1962     29      5894.00
AUT  1962     30      5672.00
AUT  1962     31      5151.00
AUT  1962     32      4802.00
AUT  1962     33      4103.00
AUT  1962     34      3713.00
AUT  1962     35      3514.00
AUT  1962     36      3139.00
AUT  1962     37      2886.00
AUT  1962     38      2565.00
AUT  1962     39      2239.00
AUT  1962     40      1737.00
AUT  1962     41      1277.00
AUT  1962     42       796.00
AUT  1962     43       373.00
AUT  1962     44       197.00
AUT  1962     45        89.00
AUT  1962     46        39.00
AUT  1962     47        36.00
AUT  1962     48        13.00
AUT  1962     49         3.76
AUT  1962     50         0.24
AUT  1962     51         0.00
AUT  1962     52         0.00
AUT  1962     53         0.00
AUT  1962     54         0.00
AUT  1962     55+        0.00
AUT  1963     12-        2.00
AUT  1963     13         3.00
AUT  1963     14        33.00
AUT  1963     15       222.00
AUT  1963     16       964.00
AUT  1963     17      1939.00
AUT  1963     18      4096.00
AUT  1963     19      6244.00
AUT  1963     20      7304.00
AUT  1963     21      8898.00
AUT  1963     22     10373.00
AUT  1963     23     11490.00
AUT  1963     24      9392.00
AUT  1963     25      7416.00
AUT  1963     26      6751.00
AUT  1963     27      6381.00
AUT  1963     28      6133.00
AUT  1963     29      5634.00
AUT  1963     30      5453.00
AUT  1963     31      5111.00
AUT  1963     32      4723.00
AUT  1963     33      4174.00
AUT  1963     34      3833.00
AUT  1963     35      3295.00
AUT  1963     36      2984.00
AUT  1963     37      2818.00
AUT  1963     38      2431.00
AUT  1963     39      2061.00
AUT  1963     40      1686.00
AUT  1963     41      1206.00
AUT  1963     42       881.00
AUT  1963     43       510.00
AUT  1963     44       203.00
AUT  1963     45        88.00
AUT  1963     46        32.00
AUT  1963     47        26.00
AUT  1963     48        13.00
AUT  1963     49         4.66
AUT  1963     50         1.34
AUT  1963     51         0.00
AUT  1963     52         0.00
AUT  1963     53         0.00
AUT  1963     54         0.00
AUT  1963     55+        0.00
AUT  1964     12-        0.00
AUT  1964     13         4.00
AUT  1964     14        30.00
AUT  1964     15       236.00
AUT  1964     16       946.00
AUT  1964     17      2683.00
AUT  1964     18      3728.00
AUT  1964     19      5717.00
AUT  1964     20      7604.00
AUT  1964     21      7879.00
AUT  1964     22      9477.00
AUT  1964     23     10551.00
AUT  1964     24     11244.00
AUT  1964     25      9055.00
AUT  1964     26      7009.00
AUT  1964     27      6225.00
AUT  1964     28      5837.00
AUT  1964     29      5591.00
AUT  1964     30      5132.00
AUT  1964     31      4853.00
AUT  1964     32      4498.00
AUT  1964     33      4109.00
AUT  1964     34      3653.00
AUT  1964     35      3292.00
AUT  1964     36      2874.00
AUT  1964     37      2466.00
AUT  1964     38      2225.00
AUT  1964     39      1941.00
AUT  1964     40      1638.00
AUT  1964     41      1327.00
AUT  1964     42       934.00
AUT  1964     43       582.00
AUT  1964     44       305.00
AUT  1964     45       112.00
AUT  1964     46        49.00
AUT  1964     47        23.00
AUT  1964     48        11.00
AUT  1964     49         1.00
AUT  1964     50         0.00
AUT  1964     51         0.00
AUT  1964     52         0.00
AUT  1964     53         0.00
AUT  1964     54         0.00
AUT  1964     55+        0.00
AUT  1965     12-        0.00
AUT  1965     13         1.00
AUT  1965     14        20.00
AUT  1965     15       163.00
AUT  1965     16       898.00
AUT  1965     17      2599.00
AUT  1965     18      4921.00
AUT  1965     19      5236.00
AUT  1965     20      6662.00
AUT  1965     21      8173.00
AUT  1965     22      8421.00
AUT  1965     23      9410.00
AUT  1965     24     10278.00
AUT  1965     25     10857.00
AUT  1965     26      8227.00
AUT  1965     27      6189.00
AUT  1965     28      5576.00
AUT  1965     29      5159.00
AUT  1965     30      4895.00
AUT  1965     31      4436.00
AUT  1965     32      4059.00
AUT  1965     33      3679.00
AUT  1965     34      3572.00
AUT  1965     35      3124.00
AUT  1965     36      2737.00
AUT  1965     37      2229.00
AUT  1965     38      2035.00
AUT  1965     39      1767.00
AUT  1965     40      1490.00
AUT  1965     41      1179.00
AUT  1965     42       853.00
AUT  1965     43       528.00
AUT  1965     44       320.00
AUT  1965     45       143.00
AUT  1965     46        54.00
AUT  1965     47        17.00
AUT  1965     48        15.00
AUT  1965     49         1.71
AUT  1965     50         0.29
AUT  1965     51         0.00
AUT  1965     52         0.00
AUT  1965     53         0.00
AUT  1965     54         0.00
AUT  1965     55+        0.00
AUT  1966     12-        0.00
AUT  1966     13         1.00
AUT  1966     14        23.00
AUT  1966     15       148.00
AUT  1966     16       828.00
AUT  1966     17      2639.00
AUT  1966     18      5085.00
AUT  1966     19      7118.00
AUT  1966     20      6254.00
AUT  1966     21      7406.00
AUT  1966     22      8626.00
AUT  1966     23      8604.00
AUT  1966     24      9188.00
AUT  1966     25      9660.00
AUT  1966     26      9954.00
AUT  1966     27      7566.00
AUT  1966     28      5667.00
AUT  1966     29      4951.00
AUT  1966     30      4569.00
AUT  1966     31      4279.00
AUT  1966     32      3793.00
AUT  1966     33      3593.00
AUT  1966     34      3183.00
AUT  1966     35      2931.00
AUT  1966     36      2605.00
AUT  1966     37      2212.00
AUT  1966     38      1866.00
AUT  1966     39      1539.00
AUT  1966     40      1280.00
AUT  1966     41      1092.00
AUT  1966     42       819.00
AUT  1966     43       515.00
AUT  1966     44       332.00
AUT  1966     45       165.00
AUT  1966     46        59.00
AUT  1966     47        18.00
AUT  1966     48         7.00
AUT  1966     49         1.74
AUT  1966     50         0.26
AUT  1966     51         0.00
AUT  1966     52         0.00
AUT  1966     53         0.00
AUT  1966     54         0.00
AUT  1966     55+        0.00
AUT  1967     12-        1.00
AUT  1967     13         5.00
AUT  1967     14        21.00
AUT  1967     15       160.00
AUT  1967     16       822.00
AUT  1967     17      2433.00
AUT  1967     18      4999.00
AUT  1967     19      7244.00
AUT  1967     20      8738.00
AUT  1967     21      6707.00
AUT  1967     22      7661.00
AUT  1967     23      8711.00
AUT  1967     24      8248.00
AUT  1967     25      8717.00
AUT  1967     26      9154.00
AUT  1967     27      9050.00
AUT  1967     28      6917.00
AUT  1967     29      5074.00
AUT  1967     30      4431.00
AUT  1967     31      4015.00
AUT  1967     32      3660.00
AUT  1967     33      3340.00
AUT  1967     34      2979.00
AUT  1967     35      2791.00
AUT  1967     36      2505.00
AUT  1967     37      2073.00
AUT  1967     38      1697.00
AUT  1967     39      1403.00
AUT  1967     40      1175.00
AUT  1967     41       944.00
AUT  1967     42       679.00
AUT  1967     43       508.00
AUT  1967     44       287.00
AUT  1967     45       159.00
AUT  1967     46        62.00
AUT  1967     47        22.00
AUT  1967     48        11.00
AUT  1967     49         1.00
AUT  1967     50         0.00
AUT  1967     51         0.00
AUT  1967     52         0.00
AUT  1967     53         0.00
AUT  1967     54         0.00
AUT  1967     55+        0.00
AUT  1968     12-        2.00
AUT  1968     13         8.00
AUT  1968     14        17.00
AUT  1968     15       134.00
AUT  1968     16       687.00
AUT  1968     17      2567.00
AUT  1968     18      4785.00
AUT  1968     19      7288.00
AUT  1968     20      9079.00
AUT  1968     21      9366.00
AUT  1968     22      6843.00
AUT  1968     23      7513.00
AUT  1968     24      8363.00
AUT  1968     25      7694.00
AUT  1968     26      8126.00
AUT  1968     27      8206.00
AUT  1968     28      8144.00
AUT  1968     29      6089.00
AUT  1968     30      4407.00
AUT  1968     31      3909.00
AUT  1968     32      3470.00
AUT  1968     33      3159.00
AUT  1968     34      2774.00
AUT  1968     35      2559.00
AUT  1968     36      2309.00
AUT  1968     37      2049.00
AUT  1968     38      1648.00
AUT  1968     39      1406.00
AUT  1968     40      1083.00
AUT  1968     41       823.00
AUT  1968     42       606.00
AUT  1968     43       433.00
AUT  1968     44       288.00
AUT  1968     45       174.00
AUT  1968     46        63.00
AUT  1968     47        32.00
AUT  1968     48         9.00
AUT  1968     49         2.15
AUT  1968     50         0.85
AUT  1968     51         0.00
AUT  1968     52         0.00
AUT  1968     53         0.00
AUT  1968     54         0.00
AUT  1968     55+        0.00
AUT  1969     12-        1.00
AUT  1969     13         2.00
AUT  1969     14        19.00
AUT  1969     15       138.00
AUT  1969     16       738.00
AUT  1969     17      2429.00
AUT  1969     18      4911.00
AUT  1969     19      6915.00
AUT  1969     20      8601.00
AUT  1969     21      9168.00
AUT  1969     22      9137.00
AUT  1969     23      6530.00
AUT  1969     24      6907.00
AUT  1969     25      7318.00
AUT  1969     26      6923.00
AUT  1969     27      7089.00
AUT  1969     28      7215.00
AUT  1969     29      6916.00
AUT  1969     30      5226.00
AUT  1969     31      3762.00
AUT  1969     32      3261.00
AUT  1969     33      2912.00
AUT  1969     34      2674.00
AUT  1969     35      2454.00
AUT  1969     36      2131.00
AUT  1969     37      1910.00
AUT  1969     38      1628.00
AUT  1969     39      1327.00
AUT  1969     40       993.00
AUT  1969     41       759.00
AUT  1969     42       553.00
AUT  1969     43       345.00
AUT  1969     44       252.00
AUT  1969     45       138.00
AUT  1969     46        66.00
AUT  1969     47        19.00
AUT  1969     48         7.00
AUT  1969     49         1.56
AUT  1969     50         1.17
AUT  1969     51         0.27
AUT  1969     52         0.00
AUT  1969     53         0.00
AUT  1969     54         0.00
AUT  1969     55+        0.00
AUT  1970     12-        2.00
AUT  1970     13         4.00
AUT  1970     14        31.00
AUT  1970     15       169.00
AUT  1970     16       813.00
AUT  1970     17      2409.00
AUT  1970     18      4446.00
AUT  1970     19      6524.00
AUT  1970     20      7609.00
AUT  1970     21      8528.00
AUT  1970     22      8871.00
AUT  1970     23      8040.00
AUT  1970     24      5515.00
AUT  1970     25      6021.00
AUT  1970     26      6410.00
AUT  1970     27      5761.00
AUT  1970     28      5980.00
AUT  1970     29      5873.00
AUT  1970     30      5720.00
AUT  1970     31      4235.00
AUT  1970     32      3062.00
AUT  1970     33      2691.00
AUT  1970     34      2369.00
AUT  1970     35      2088.00
AUT  1970     36      1939.00
AUT  1970     37      1701.00
AUT  1970     38      1425.00
AUT  1970     39      1182.00
AUT  1970     40       979.00
AUT  1970     41       672.00
AUT  1970     42       464.00
AUT  1970     43       345.00
AUT  1970     44       217.00
AUT  1970     45       111.00
AUT  1970     46        64.00
AUT  1970     47        14.00
AUT  1970     48        10.00
AUT  1970     49         4.68
AUT  1970     50         2.09
AUT  1970     51         0.23
AUT  1970     52         0.00
AUT  1970     53         0.00
AUT  1970     54         0.00
AUT  1970     55+        0.00
AUT  1971     12-        1.00
AUT  1971     13         3.00
AUT  1971     14        39.00
AUT  1971     15       169.00
AUT  1971     16       869.00
AUT  1971     17      2482.00
AUT  1971     18      4446.00
AUT  1971     19      6203.00
AUT  1971     20      7215.00
AUT  1971     21      7836.00
AUT  1971     22      8221.00
AUT  1971     23      8037.00
AUT  1971     24      7362.00
AUT  1971     25      5057.00
AUT  1971     26      5363.00
AUT  1971     27      5690.00
AUT  1971     28      5099.00
AUT  1971     29      5162.00
AUT  1971     30      5185.00
AUT  1971     31      4849.00
AUT  1971     32      3540.00
AUT  1971     33      2644.00
AUT  1971     34      2257.00
AUT  1971     35      2028.00
AUT  1971     36      1757.00
AUT  1971     37      1556.00
AUT  1971     38      1420.00
AUT  1971     39      1161.00
AUT  1971     40       930.00
AUT  1971     41       717.00
AUT  1971     42       502.00
AUT  1971     43       299.00
AUT  1971     44       201.00
AUT  1971     45       116.00
AUT  1971     46        62.00
AUT  1971     47        24.00
AUT  1971     48         6.00
AUT  1971     49         2.00
AUT  1971     50         0.00
AUT  1971     51         0.00
AUT  1971     52         0.00
AUT  1971     53         0.00
AUT  1971     54         0.00
AUT  1971     55+        0.00
AUT  1972     12-        0.00
AUT  1972     13         8.00
AUT  1972     14        43.00
AUT  1972     15       206.00
AUT  1972     16      1007.00
AUT  1972     17      2658.00
AUT  1972     18      4539.00
AUT  1972     19      6079.00
AUT  1972     20      6896.00
AUT  1972     21      7406.00
AUT  1972     22      7403.00
AUT  1972     23      7545.00
AUT  1972     24      7437.00
AUT  1972     25      6702.00
AUT  1972     26      4502.00
AUT  1972     27      4811.00
AUT  1972     28      4982.00
AUT  1972     29      4286.00
AUT  1972     30      4369.00
AUT  1972     31      4106.00
AUT  1972     32      4074.00
AUT  1972     33      2996.00
AUT  1972     34      2194.00
AUT  1972     35      1816.00
AUT  1972     36      1634.00
AUT  1972     37      1409.00
AUT  1972     38      1213.00
AUT  1972     39      1089.00
AUT  1972     40       866.00
AUT  1972     41       625.00
AUT  1972     42       464.00
AUT  1972     43       315.00
AUT  1972     44       189.00
AUT  1972     45        83.00
AUT  1972     46        58.00
AUT  1972     47        15.00
AUT  1972     48         6.00
AUT  1972     49         2.00
AUT  1972     50         0.00
AUT  1972     51         0.00
AUT  1972     52         0.00
AUT  1972     53         0.00
AUT  1972     54         0.00
AUT  1972     55+        0.00
AUT  1973     12-        0.00
AUT  1973     13         1.00
AUT  1973     14        50.00
AUT  1973     15       270.00
AUT  1973     16      1127.00
AUT  1973     17      2797.00
AUT  1973     18      4374.00
AUT  1973     19      5886.00
AUT  1973     20      6651.00
AUT  1973     21      6847.00
AUT  1973     22      6931.00
AUT  1973     23      6942.00
AUT  1973     24      6817.00
AUT  1973     25      6356.00
AUT  1973     26      5809.00
AUT  1973     27      3848.00
AUT  1973     28      3982.00
AUT  1973     29      4097.00
AUT  1973     30      3591.00
AUT  1973     31      3575.00
AUT  1973     32      3510.00
AUT  1973     33      3182.00
AUT  1973     34      2516.00
AUT  1973     35      1720.00
AUT  1973     36      1528.00
AUT  1973     37      1263.00
AUT  1973     38      1141.00
AUT  1973     39       914.00
AUT  1973     40       739.00
AUT  1973     41       561.00
AUT  1973     42       439.00
AUT  1973     43       262.00
AUT  1973     44       155.00
AUT  1973     45        88.00
AUT  1973     46        47.00
AUT  1973     47        16.00
AUT  1973     48         8.00
AUT  1973     49         0.00
AUT  1973     50         0.66
AUT  1973     51         0.34
AUT  1973     52         0.00
AUT  1973     53         0.00
AUT  1973     54         0.00
AUT  1973     55+        0.00
AUT  1974     12-        0.00
AUT  1974     13        15.00
AUT  1974     14        51.00
AUT  1974     15       242.00
AUT  1974     16      1055.00
AUT  1974     17      2748.00
AUT  1974     18      4586.00
AUT  1974     19      5756.00
AUT  1974     20      6704.00
AUT  1974     21      7060.00
AUT  1974     22      6875.00
AUT  1974     23      6886.00
AUT  1974     24      6614.00
