Period fertility rates by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 12/10/2018
Code Year    Age        ASFR
NLD  2016     38     0.04473
NLD  2016     39     0.03375
NLD  2016     40     0.02315
NLD  2016     41     0.01401
NLD  2016     42     0.00867
NLD  2016     43     0.00479
NLD  2016     44     0.00231
NLD  2016     45     0.00121
NLD  2016     46     0.00052
NLD  2016     47     0.00026
NLD  2016     48     0.00014
NLD  2016     49     0.00008
NLD  2016     50     0.00007
NLD  2016     51     0.00004
NLD  2016     52     0.00002
NLD  2016     53     0.00001
NLD  2016     54     0.00000
NLD  2016     55+    0.00000
NOR  1967     12-    0.00003
NOR  1967     13     0.00000
NOR  1967     14     0.00010
NOR  1967     15     0.00094
NOR  1967     16     0.00753
NOR  1967     17     0.02584
NOR  1967     18     0.06436
NOR  1967     19     0.10227
NOR  1967     20     0.14233
NOR  1967     21     0.16630
NOR  1967     22     0.18633
NOR  1967     23     0.19148
NOR  1967     24     0.19599
NOR  1967     25     0.19097
NOR  1967     26     0.17609
NOR  1967     27     0.17331
NOR  1967     28     0.15253
NOR  1967     29     0.14072
NOR  1967     30     0.12897
NOR  1967     31     0.11508
NOR  1967     32     0.10052
NOR  1967     33     0.09332
NOR  1967     34     0.08154
NOR  1967     35     0.06995
NOR  1967     36     0.06183
NOR  1967     37     0.04947
NOR  1967     38     0.04498
NOR  1967     39     0.03717
NOR  1967     40     0.02968
NOR  1967     41     0.01975
NOR  1967     42     0.01481
NOR  1967     43     0.00905
NOR  1967     44     0.00530
NOR  1967     45     0.00299
NOR  1967     46     0.00150
NOR  1967     47     0.00119
NOR  1967     48     0.00024
NOR  1967     49     0.00004
NOR  1967     50     0.00002
NOR  1967     51     0.00001
NOR  1967     52     0.00001
NOR  1967     53     0.00000
NOR  1967     54     0.00000
NOR  1967     55+    0.00000
NOR  1968     12-    0.00000
NOR  1968     13     0.00000
NOR  1968     14     0.00007
NOR  1968     15     0.00100
NOR  1968     16     0.00692
NOR  1968     17     0.03243
NOR  1968     18     0.06562
NOR  1968     19     0.10828
NOR  1968     20     0.14485
NOR  1968     21     0.16481
NOR  1968     22     0.18326
NOR  1968     23     0.19457
NOR  1968     24     0.19209
NOR  1968     25     0.19153
NOR  1968     26     0.18155
NOR  1968     27     0.16873
NOR  1968     28     0.15706
NOR  1968     29     0.13919
NOR  1968     30     0.12365
NOR  1968     31     0.10971
NOR  1968     32     0.10068
NOR  1968     33     0.08885
NOR  1968     34     0.07414
NOR  1968     35     0.06386
NOR  1968     36     0.05973
NOR  1968     37     0.04843
NOR  1968     38     0.04113
NOR  1968     39     0.03273
NOR  1968     40     0.02697
NOR  1968     41     0.01906
NOR  1968     42     0.01236
NOR  1968     43     0.00948
NOR  1968     44     0.00528
NOR  1968     45     0.00250
NOR  1968     46     0.00176
NOR  1968     47     0.00073
NOR  1968     48     0.00019
NOR  1968     49     0.00008
NOR  1968     50     0.00007
NOR  1968     51     0.00005
NOR  1968     52     0.00003
NOR  1968     53     0.00001
NOR  1968     54     0.00000
NOR  1968     55+    0.00000
NOR  1969     12-    0.00003
NOR  1969     13     0.00000
NOR  1969     14     0.00020
NOR  1969     15     0.00104
NOR  1969     16     0.00809
NOR  1969     17     0.03278
NOR  1969     18     0.07066
NOR  1969     19     0.10884
NOR  1969     20     0.14011
NOR  1969     21     0.17007
NOR  1969     22     0.17915
NOR  1969     23     0.18963
NOR  1969     24     0.19374
NOR  1969     25     0.18385
NOR  1969     26     0.17235
NOR  1969     27     0.16946
NOR  1969     28     0.14391
NOR  1969     29     0.13746
NOR  1969     30     0.12207
NOR  1969     31     0.10933
NOR  1969     32     0.09448
NOR  1969     33     0.08150
NOR  1969     34     0.07330
NOR  1969     35     0.06655
NOR  1969     36     0.05598
NOR  1969     37     0.04604
NOR  1969     38     0.04031
NOR  1969     39     0.03194
NOR  1969     40     0.02332
NOR  1969     41     0.01957
NOR  1969     42     0.01326
NOR  1969     43     0.00837
NOR  1969     44     0.00496
NOR  1969     45     0.00279
NOR  1969     46     0.00102
NOR  1969     47     0.00050
NOR  1969     48     0.00004
NOR  1969     49     0.00008
NOR  1969     50     0.00002
NOR  1969     51     0.00001
NOR  1969     52     0.00001
NOR  1969     53     0.00000
NOR  1969     54     0.00000
NOR  1969     55+    0.00000
NOR  1970     12-    0.00000
NOR  1970     13     0.00003
NOR  1970     14     0.00026
NOR  1970     15     0.00177
NOR  1970     16     0.00893
NOR  1970     17     0.03285
NOR  1970     18     0.07211
NOR  1970     19     0.10833
NOR  1970     20     0.13926
NOR  1970     21     0.15758
NOR  1970     22     0.17379
NOR  1970     23     0.17663
NOR  1970     24     0.18060
NOR  1970     25     0.17179
NOR  1970     26     0.16233
NOR  1970     27     0.15134
NOR  1970     28     0.13598
NOR  1970     29     0.12499
NOR  1970     30     0.11327
NOR  1970     31     0.10240
NOR  1970     32     0.08773
NOR  1970     33     0.07530
NOR  1970     34     0.06443
NOR  1970     35     0.05711
NOR  1970     36     0.04823
NOR  1970     37     0.04096
NOR  1970     38     0.03349
NOR  1970     39     0.02726
NOR  1970     40     0.01940
NOR  1970     41     0.01343
NOR  1970     42     0.00968
NOR  1970     43     0.00644
NOR  1970     44     0.00421
NOR  1970     45     0.00204
NOR  1970     46     0.00105
NOR  1970     47     0.00020
NOR  1970     48     0.00027
NOR  1970     49     0.00004
NOR  1970     50     0.00005
NOR  1970     51     0.00004
NOR  1970     52     0.00002
NOR  1970     53     0.00001
NOR  1970     54     0.00000
NOR  1970     55+    0.00000
NOR  1971     12-    0.00000
NOR  1971     13     0.00007
NOR  1971     14     0.00010
NOR  1971     15     0.00155
NOR  1971     16     0.00928
NOR  1971     17     0.03546
NOR  1971     18     0.07415
NOR  1971     19     0.10890
NOR  1971     20     0.14038
NOR  1971     21     0.16127
NOR  1971     22     0.17297
NOR  1971     23     0.18456
NOR  1971     24     0.17968
NOR  1971     25     0.16948
NOR  1971     26     0.16586
NOR  1971     27     0.14942
NOR  1971     28     0.13608
NOR  1971     29     0.12233
NOR  1971     30     0.10575
NOR  1971     31     0.10059
NOR  1971     32     0.08303
NOR  1971     33     0.07108
NOR  1971     34     0.06295
NOR  1971     35     0.05546
NOR  1971     36     0.04731
NOR  1971     37     0.03936
NOR  1971     38     0.03218
NOR  1971     39     0.02664
NOR  1971     40     0.01832
NOR  1971     41     0.01397
NOR  1971     42     0.00931
NOR  1971     43     0.00558
NOR  1971     44     0.00354
NOR  1971     45     0.00148
NOR  1971     46     0.00081
NOR  1971     47     0.00012
NOR  1971     48     0.00020
NOR  1971     49     0.00000
NOR  1971     50     0.00000
NOR  1971     51     0.00000
NOR  1971     52     0.00000
NOR  1971     53     0.00000
NOR  1971     54     0.00000
NOR  1971     55+    0.00000
NOR  1972     12-    0.00000
NOR  1972     13     0.00000
NOR  1972     14     0.00020
NOR  1972     15     0.00149
NOR  1972     16     0.01112
NOR  1972     17     0.03835
NOR  1972     18     0.07473
NOR  1972     19     0.10892
NOR  1972     20     0.13181
NOR  1972     21     0.15521
NOR  1972     22     0.16381
NOR  1972     23     0.17803
NOR  1972     24     0.17255
NOR  1972     25     0.17107
NOR  1972     26     0.16074
NOR  1972     27     0.14709
NOR  1972     28     0.13647
NOR  1972     29     0.11699
NOR  1972     30     0.10360
NOR  1972     31     0.08712
NOR  1972     32     0.08199
NOR  1972     33     0.06524
NOR  1972     34     0.05578
NOR  1972     35     0.04731
NOR  1972     36     0.04203
NOR  1972     37     0.03602
NOR  1972     38     0.02707
NOR  1972     39     0.02224
NOR  1972     40     0.01746
NOR  1972     41     0.01151
NOR  1972     42     0.00692
NOR  1972     43     0.00536
NOR  1972     44     0.00277
NOR  1972     45     0.00161
NOR  1972     46     0.00091
NOR  1972     47     0.00026
NOR  1972     48     0.00020
NOR  1972     49     0.00004
NOR  1972     50     0.00000
NOR  1972     51     0.00000
NOR  1972     52     0.00000
NOR  1972     53     0.00000
NOR  1972     54     0.00000
NOR  1972     55+    0.00000
NOR  1973     12-    0.00000
NOR  1973     13     0.00000
NOR  1973     14     0.00010
NOR  1973     15     0.00139
NOR  1973     16     0.01021
NOR  1973     17     0.03671
NOR  1973     18     0.07061
NOR  1973     19     0.10211
NOR  1973     20     0.12208
NOR  1973     21     0.13926
NOR  1973     22     0.15732
NOR  1973     23     0.16483
NOR  1973     24     0.16524
NOR  1973     25     0.15931
NOR  1973     26     0.15390
NOR  1973     27     0.13942
NOR  1973     28     0.12486
NOR  1973     29     0.11312
NOR  1973     30     0.09730
NOR  1973     31     0.08613
NOR  1973     32     0.07361
NOR  1973     33     0.06423
NOR  1973     34     0.05390
NOR  1973     35     0.04402
NOR  1973     36     0.03925
NOR  1973     37     0.02928
NOR  1973     38     0.02515
NOR  1973     39     0.01807
NOR  1973     40     0.01377
NOR  1973     41     0.01019
NOR  1973     42     0.00668
NOR  1973     43     0.00382
NOR  1973     44     0.00207
NOR  1973     45     0.00143
NOR  1973     46     0.00022
NOR  1973     47     0.00031
NOR  1973     48     0.00009
NOR  1973     49     0.00000
NOR  1973     50     0.00000
NOR  1973     51     0.00000
NOR  1973     52     0.00000
NOR  1973     53     0.00000
NOR  1973     54     0.00000
NOR  1973     55+    0.00000
NOR  1974     12-    0.00000
NOR  1974     13     0.00000
NOR  1974     14     0.00020
NOR  1974     15     0.00123
NOR  1974     16     0.00955
NOR  1974     17     0.03569
NOR  1974     18     0.06690
NOR  1974     19     0.09700
NOR  1974     20     0.11520
NOR  1974     21     0.13307
NOR  1974     22     0.15409
NOR  1974     23     0.15890
NOR  1974     24     0.16273
NOR  1974     25     0.15976
NOR  1974     26     0.15059
NOR  1974     27     0.13720
NOR  1974     28     0.12309
NOR  1974     29     0.10884
NOR  1974     30     0.09284
NOR  1974     31     0.07822
NOR  1974     32     0.06726
NOR  1974     33     0.05781
NOR  1974     34     0.04858
NOR  1974     35     0.03844
NOR  1974     36     0.03268
NOR  1974     37     0.02634
NOR  1974     38     0.02197
NOR  1974     39     0.01695
NOR  1974     40     0.01175
NOR  1974     41     0.00924
NOR  1974     42     0.00629
NOR  1974     43     0.00386
NOR  1974     44     0.00244
NOR  1974     45     0.00085
NOR  1974     46     0.00079
NOR  1974     47     0.00036
NOR  1974     48     0.00013
NOR  1974     49     0.00000
NOR  1974     50     0.00003
NOR  1974     51     0.00004
NOR  1974     52     0.00003
NOR  1974     53     0.00001
NOR  1974     54     0.00000
NOR  1974     55+    0.00000
NOR  1975     12-    0.00000
NOR  1975     13     0.00003
NOR  1975     14     0.00027
NOR  1975     15     0.00141
NOR  1975     16     0.00953
NOR  1975     17     0.03296
NOR  1975     18     0.06291
NOR  1975     19     0.09213
NOR  1975     20     0.10611
NOR  1975     21     0.12744
NOR  1975     22     0.13998
NOR  1975     23     0.14868
NOR  1975     24     0.15245
NOR  1975     25     0.15466
NOR  1975     26     0.14334
NOR  1975     27     0.12856
NOR  1975     28     0.11714
NOR  1975     29     0.10397
NOR  1975     30     0.08633
NOR  1975     31     0.07004
NOR  1975     32     0.06229
NOR  1975     33     0.05196
NOR  1975     34     0.04147
NOR  1975     35     0.03508
NOR  1975     36     0.02874
NOR  1975     37     0.02215
NOR  1975     38     0.01994
NOR  1975     39     0.01457
NOR  1975     40     0.01040
NOR  1975     41     0.00723
NOR  1975     42     0.00563
NOR  1975     43     0.00273
NOR  1975     44     0.00122
NOR  1975     45     0.00086
NOR  1975     46     0.00057
NOR  1975     47     0.00014
NOR  1975     48     0.00005
NOR  1975     49     0.00000
NOR  1975     50     0.00000
NOR  1975     51     0.00000
NOR  1975     52     0.00000
NOR  1975     53     0.00000
NOR  1975     54     0.00000
NOR  1975     55+    0.00000
NOR  1976     12-    0.00000
NOR  1976     13     0.00000
NOR  1976     14     0.00007
NOR  1976     15     0.00152
NOR  1976     16     0.00890
NOR  1976     17     0.03132
NOR  1976     18     0.05553
NOR  1976     19     0.07933
NOR  1976     20     0.10390
NOR  1976     21     0.11638
NOR  1976     22     0.12946
NOR  1976     23     0.13924
NOR  1976     24     0.14161
NOR  1976     25     0.14067
NOR  1976     26     0.13687
NOR  1976     27     0.12351
NOR  1976     28     0.11023
NOR  1976     29     0.09566
NOR  1976     30     0.08562
NOR  1976     31     0.06938
NOR  1976     32     0.06126
NOR  1976     33     0.04878
NOR  1976     34     0.04033
NOR  1976     35     0.03524
NOR  1976     36     0.02722
NOR  1976     37     0.02307
NOR  1976     38     0.01789
NOR  1976     39     0.01408
NOR  1976     40     0.00901
NOR  1976     41     0.00693
NOR  1976     42     0.00373
NOR  1976     43     0.00352
NOR  1976     44     0.00183
NOR  1976     45     0.00085
NOR  1976     46     0.00029
NOR  1976     47     0.00005
NOR  1976     48     0.00009
NOR  1976     49     0.00000
NOR  1976     50     0.00001
NOR  1976     51     0.00001
NOR  1976     52     0.00001
NOR  1976     53     0.00001
NOR  1976     54     0.00000
NOR  1976     55+    0.00000
NOR  1977     12-    0.00000
NOR  1977     13     0.00003
NOR  1977     14     0.00013
NOR  1977     15     0.00118
NOR  1977     16     0.00810
NOR  1977     17     0.02711
NOR  1977     18     0.05061
NOR  1977     19     0.07249
NOR  1977     20     0.09280
NOR  1977     21     0.10623
NOR  1977     22     0.11793
NOR  1977     23     0.12757
NOR  1977     24     0.13504
NOR  1977     25     0.13455
NOR  1977     26     0.13000
NOR  1977     27     0.12188
NOR  1977     28     0.10730
NOR  1977     29     0.09707
NOR  1977     30     0.08380
NOR  1977     31     0.06593
NOR  1977     32     0.05734
NOR  1977     33     0.04756
NOR  1977     34     0.04161
NOR  1977     35     0.03218
NOR  1977     36     0.02453
NOR  1977     37     0.02017
NOR  1977     38     0.01516
NOR  1977     39     0.01250
NOR  1977     40     0.00891
NOR  1977     41     0.00624
NOR  1977     42     0.00352
NOR  1977     43     0.00249
NOR  1977     44     0.00098
NOR  1977     45     0.00064
NOR  1977     46     0.00014
NOR  1977     47     0.00010
NOR  1977     48     0.00009
NOR  1977     49     0.00000
NOR  1977     50     0.00000
NOR  1977     51     0.00000
NOR  1977     52     0.00000
NOR  1977     53     0.00000
NOR  1977     54     0.00000
NOR  1977     55+    0.00000
NOR  1978     12-    0.00000
NOR  1978     13     0.00000
NOR  1978     14     0.00010
NOR  1978     15     0.00122
NOR  1978     16     0.00725
NOR  1978     17     0.02439
NOR  1978     18     0.04370
NOR  1978     19     0.06766
NOR  1978     20     0.08723
NOR  1978     21     0.10421
NOR  1978     22     0.11764
NOR  1978     23     0.12719
NOR  1978     24     0.13373
NOR  1978     25     0.13828
NOR  1978     26     0.13383
NOR  1978     27     0.12371
NOR  1978     28     0.11334
NOR  1978     29     0.10060
NOR  1978     30     0.08621
NOR  1978     31     0.07557
NOR  1978     32     0.06016
NOR  1978     33     0.05068
NOR  1978     34     0.04009
NOR  1978     35     0.03394
NOR  1978     36     0.02726
NOR  1978     37     0.02088
NOR  1978     38     0.01647
NOR  1978     39     0.01060
NOR  1978     40     0.00780
NOR  1978     41     0.00673
NOR  1978     42     0.00432
NOR  1978     43     0.00203
NOR  1978     44     0.00130
NOR  1978     45     0.00072
NOR  1978     46     0.00045
NOR  1978     47     0.00000
NOR  1978     48     0.00005
NOR  1978     49     0.00000
NOR  1978     50     0.00000
NOR  1978     51     0.00000
NOR  1978     52     0.00000
NOR  1978     53     0.00000
NOR  1978     54     0.00000
NOR  1978     55+    0.00000
NOR  1979     12-    0.00000
NOR  1979     13     0.00003
NOR  1979     14     0.00006
NOR  1979     15     0.00130
NOR  1979     16     0.00675
NOR  1979     17     0.02221
NOR  1979     18     0.04246
NOR  1979     19     0.06474
NOR  1979     20     0.08191
NOR  1979     21     0.10164
NOR  1979     22     0.11866
NOR  1979     23     0.12902
NOR  1979     24     0.13621
NOR  1979     25     0.13735
NOR  1979     26     0.13243
NOR  1979     27     0.12325
NOR  1979     28     0.11296
NOR  1979     29     0.09929
NOR  1979     30     0.08605
NOR  1979     31     0.07225
NOR  1979     32     0.06324
NOR  1979     33     0.04942
NOR  1979     34     0.04120
NOR  1979     35     0.03261
NOR  1979     36     0.02516
NOR  1979     37     0.02171
NOR  1979     38     0.01585
NOR  1979     39     0.01268
NOR  1979     40     0.00778
NOR  1979     41     0.00563
NOR  1979     42     0.00332
NOR  1979     43     0.00160
NOR  1979     44     0.00096
NOR  1979     45     0.00076
NOR  1979     46     0.00026
NOR  1979     47     0.00005
NOR  1979     48     0.00000
NOR  1979     49     0.00000
NOR  1979     50     0.00000
NOR  1979     51     0.00000
NOR  1979     52     0.00000
NOR  1979     53     0.00000
NOR  1979     54     0.00000
NOR  1979     55+    0.00000
NOR  1980     12-    0.00000
NOR  1980     13     0.00003
NOR  1980     14     0.00006
NOR  1980     15     0.00098
NOR  1980     16     0.00645
NOR  1980     17     0.02138
NOR  1980     18     0.03741
NOR  1980     19     0.06153
NOR  1980     20     0.07765
NOR  1980     21     0.09746
NOR  1980     22     0.11480
NOR  1980     23     0.12176
NOR  1980     24     0.12941
NOR  1980     25     0.13794
NOR  1980     26     0.13195
NOR  1980     27     0.12544
NOR  1980     28     0.11386
NOR  1980     29     0.10223
NOR  1980     30     0.08786
NOR  1980     31     0.07341
NOR  1980     32     0.06259
NOR  1980     33     0.05055
NOR  1980     34     0.04194
NOR  1980     35     0.03149
NOR  1980     36     0.02736
NOR  1980     37     0.02036
NOR  1980     38     0.01482
NOR  1980     39     0.01105
NOR  1980     40     0.00789
NOR  1980     41     0.00476
NOR  1980     42     0.00396
NOR  1980     43     0.00208
NOR  1980     44     0.00150
NOR  1980     45     0.00053
NOR  1980     46     0.00022
NOR  1980     47     0.00005
NOR  1980     48     0.00005
NOR  1980     49     0.00005
NOR  1980     50     0.00000
NOR  1980     51     0.00000
NOR  1980     52     0.00000
NOR  1980     53     0.00000
NOR  1980     54     0.00000
NOR  1980     55+    0.00000
NOR  1981     12-    0.00000
NOR  1981     13     0.00003
NOR  1981     14     0.00009
NOR  1981     15     0.00078
NOR  1981     16     0.00552
NOR  1981     17     0.01736
NOR  1981     18     0.03628
NOR  1981     19     0.06091
NOR  1981     20     0.07709
NOR  1981     21     0.09477
NOR  1981     22     0.11145
NOR  1981     23     0.12066
NOR  1981     24     0.13066
NOR  1981     25     0.13443
NOR  1981     26     0.13170
NOR  1981     27     0.12229
NOR  1981     28     0.11308
NOR  1981     29     0.10116
NOR  1981     30     0.08776
NOR  1981     31     0.07482
NOR  1981     32     0.06320
NOR  1981     33     0.05130
NOR  1981     34     0.04127
NOR  1981     35     0.03243
NOR  1981     36     0.02701
NOR  1981     37     0.01944
NOR  1981     38     0.01423
NOR  1981     39     0.01134
NOR  1981     40     0.00760
NOR  1981     41     0.00494
NOR  1981     42     0.00361
NOR  1981     43     0.00188
NOR  1981     44     0.00099
NOR  1981     45     0.00080
NOR  1981     46     0.00027
NOR  1981     47     0.00000
NOR  1981     48     0.00005
NOR  1981     49     0.00000
NOR  1981     50     0.00001
NOR  1981     51     0.00002
NOR  1981     52     0.00001
NOR  1981     53     0.00001
NOR  1981     54     0.00000
NOR  1981     55+    0.00000
NOR  1982     12-    0.00000
NOR  1982     13     0.00003
NOR  1982     14     0.00012
NOR  1982     15     0.00118
NOR  1982     16     0.00498
NOR  1982     17     0.01746
NOR  1982     18     0.03298
NOR  1982     19     0.05455
NOR  1982     20     0.07484
NOR  1982     21     0.08973
NOR  1982     22     0.10749
NOR  1982     23     0.11973
NOR  1982     24     0.13102
NOR  1982     25     0.13247
NOR  1982     26     0.13237
NOR  1982     27     0.12710
NOR  1982     28     0.11559
NOR  1982     29     0.10790
NOR  1982     30     0.09227
NOR  1982     31     0.07865
NOR  1982     32     0.06508
NOR  1982     33     0.05294
NOR  1982     34     0.04259
NOR  1982     35     0.03516
NOR  1982     36     0.02444
NOR  1982     37     0.02068
NOR  1982     38     0.01553
NOR  1982     39     0.01219
NOR  1982     40     0.00755
NOR  1982     41     0.00491
NOR  1982     42     0.00325
NOR  1982     43     0.00212
NOR  1982     44     0.00094
NOR  1982     45     0.00094
NOR  1982     46     0.00011
NOR  1982     47     0.00016
NOR  1982     48     0.00005
NOR  1982     49     0.00000
NOR  1982     50     0.00000
NOR  1982     51     0.00000
NOR  1982     52     0.00000
NOR  1982     53     0.00000
NOR  1982     54     0.00000
NOR  1982     55+    0.00000
NOR  1983     12-    0.00000
NOR  1983     13     0.00000
NOR  1983     14     0.00012
NOR  1983     15     0.00068
NOR  1983     16     0.00495
NOR  1983     17     0.01504
NOR  1983     18     0.02924
NOR  1983     19     0.04980
NOR  1983     20     0.06576
NOR  1983     21     0.08477
NOR  1983     22     0.09742
NOR  1983     23     0.11539
NOR  1983     24     0.12338
NOR  1983     25     0.12793
NOR  1983     26     0.12955
NOR  1983     27     0.12518
NOR  1983     28     0.11434
NOR  1983     29     0.10489
NOR  1983     30     0.09826
NOR  1983     31     0.08047
NOR  1983     32     0.06446
NOR  1983     33     0.05214
NOR  1983     34     0.04384
NOR  1983     35     0.03453
NOR  1983     36     0.02784
NOR  1983     37     0.02094
NOR  1983     38     0.01544
NOR  1983     39     0.01097
NOR  1983     40     0.00697
NOR  1983     41     0.00502
NOR  1983     42     0.00308
NOR  1983     43     0.00174
NOR  1983     44     0.00082
NOR  1983     45     0.00069
NOR  1983     46     0.00031
NOR  1983     47     0.00005
NOR  1983     48     0.00005
NOR  1983     49     0.00005
NOR  1983     50     0.00000
NOR  1983     51     0.00000
NOR  1983     52     0.00000
NOR  1983     53     0.00000
NOR  1983     54     0.00000
NOR  1983     55+    0.00000
NOR  1984     12-    0.00003
NOR  1984     13     0.00000
NOR  1984     14     0.00006
NOR  1984     15     0.00084
NOR  1984     16     0.00499
NOR  1984     17     0.01419
NOR  1984     18     0.02808
NOR  1984     19     0.04818
NOR  1984     20     0.06644
NOR  1984     21     0.08086
NOR  1984     22     0.09516
NOR  1984     23     0.10779
NOR  1984     24     0.12107
NOR  1984     25     0.13034
NOR  1984     26     0.12984
NOR  1984     27     0.13003
NOR  1984     28     0.11896
NOR  1984     29     0.10976
NOR  1984     30     0.09650
NOR  1984     31     0.08060
NOR  1984     32     0.06645
NOR  1984     33     0.05471
NOR  1984     34     0.04271
NOR  1984     35     0.03506
NOR  1984     36     0.02776
NOR  1984     37     0.02259
NOR  1984     38     0.01482
NOR  1984     39     0.01051
NOR  1984     40     0.00762
NOR  1984     41     0.00540
NOR  1984     42     0.00339
NOR  1984     43     0.00183
NOR  1984     44     0.00104
NOR  1984     45     0.00058
NOR  1984     46     0.00020
NOR  1984     47     0.00010
NOR  1984     48     0.00016
NOR  1984     49     0.00005
NOR  1984     50     0.00000
NOR  1984     51     0.00000
NOR  1984     52     0.00000
NOR  1984     53     0.00000
NOR  1984     54     0.00000
NOR  1984     55+    0.00000
NOR  1985     12-    0.00000
NOR  1985     13     0.00000
NOR  1985     14     0.00009
NOR  1985     15     0.00087
NOR  1985     16     0.00376
NOR  1985     17     0.01358
NOR  1985     18     0.02548
NOR  1985     19     0.04523
NOR  1985     20     0.06512
NOR  1985     21     0.07875
NOR  1985     22     0.09517
NOR  1985     23     0.11293
NOR  1985     24     0.12030
NOR  1985     25     0.13382
NOR  1985     26     0.13537
NOR  1985     27     0.12831
NOR  1985     28     0.11833
NOR  1985     29     0.11231
NOR  1985     30     0.09836
NOR  1985     31     0.08489
NOR  1985     32     0.06874
NOR  1985     33     0.05611
NOR  1985     34     0.04508
NOR  1985     35     0.03733
NOR  1985     36     0.02907
NOR  1985     37     0.01922
NOR  1985     38     0.01726
NOR  1985     39     0.01153
NOR  1985     40     0.00821
NOR  1985     41     0.00560
NOR  1985     42     0.00303
NOR  1985     43     0.00159
NOR  1985     44     0.00087
NOR  1985     45     0.00042
NOR  1985     46     0.00029
NOR  1985     47     0.00000
NOR  1985     48     0.00000
NOR  1985     49     0.00000
NOR  1985     50     0.00001
NOR  1985     51     0.00002
NOR  1985     52     0.00001
NOR  1985     53     0.00001
NOR  1985     54     0.00000
NOR  1985     55+    0.00000
NOR  1986     12-    0.00000
NOR  1986     13     0.00000
NOR  1986     14     0.00009
NOR  1986     15     0.00053
NOR  1986     16     0.00353
NOR  1986     17     0.01221
NOR  1986     18     0.02672
NOR  1986     19     0.04715
NOR  1986     20     0.06232
NOR  1986     21     0.07728
NOR  1986     22     0.09493
NOR  1986     23     0.11159
NOR  1986     24     0.12216
NOR  1986     25     0.12995
NOR  1986     26     0.13829
NOR  1986     27     0.13355
NOR  1986     28     0.12785
NOR  1986     29     0.11833
NOR  1986     30     0.10142
NOR  1986     31     0.08600
NOR  1986     32     0.07532
NOR  1986     33     0.05725
NOR  1986     34     0.05152
NOR  1986     35     0.03776
NOR  1986     36     0.02708
NOR  1986     37     0.02087
NOR  1986     38     0.01580
NOR  1986     39     0.01136
NOR  1986     40     0.00742
NOR  1986     41     0.00515
NOR  1986     42     0.00372
NOR  1986     43     0.00170
NOR  1986     44     0.00095
NOR  1986     45     0.00029
NOR  1986     46     0.00033
NOR  1986     47     0.00005
NOR  1986     48     0.00000
NOR  1986     49     0.00000
NOR  1986     50     0.00001
NOR  1986     51     0.00002
NOR  1986     52     0.00001
NOR  1986     53     0.00001
NOR  1986     54     0.00000
NOR  1986     55+    0.00000
NOR  1987     12-    0.00000
NOR  1987     13     0.00003
NOR  1987     14     0.00010
NOR  1987     15     0.00062
NOR  1987     16     0.00400
NOR  1987     17     0.01287
NOR  1987     18     0.02615
NOR  1987     19     0.04323
NOR  1987     20     0.06246
NOR  1987     21     0.07690
NOR  1987     22     0.09093
NOR  1987     23     0.10784
NOR  1987     24     0.11863
NOR  1987     25     0.13452
NOR  1987     26     0.13742
NOR  1987     27     0.13741
NOR  1987     28     0.12984
NOR  1987     29     0.11974
NOR  1987     30     0.10962
NOR  1987     31     0.09312
NOR  1987     32     0.07762
NOR  1987     33     0.06547
NOR  1987     34     0.05171
NOR  1987     35     0.04043
NOR  1987     36     0.03069
NOR  1987     37     0.02442
NOR  1987     38     0.01776
NOR  1987     39     0.01120
NOR  1987     40     0.00886
NOR  1987     41     0.00433
NOR  1987     42     0.00306
NOR  1987     43     0.00173
NOR  1987     44     0.00096
NOR  1987     45     0.00077
NOR  1987     46     0.00034
NOR  1987     47     0.00014
NOR  1987     48     0.00005
NOR  1987     49     0.00000
NOR  1987     50     0.00000
NOR  1987     51     0.00000
NOR  1987     52     0.00000
NOR  1987     53     0.00000
NOR  1987     54     0.00000
NOR  1987     55+    0.00000
NOR  1988     12-    0.00000
NOR  1988     13     0.00000
NOR  1988     14     0.00010
NOR  1988     15     0.00071
NOR  1988     16     0.00374
NOR  1988     17     0.01242
NOR  1988     18     0.02585
NOR  1988     19     0.04583
NOR  1988     20     0.06410
NOR  1988     21     0.08032
NOR  1988     22     0.09585
NOR  1988     23     0.11012
NOR  1988     24     0.12271
NOR  1988     25     0.13831
NOR  1988     26     0.14364
NOR  1988     27     0.14478
NOR  1988     28     0.13955
NOR  1988     29     0.12687
NOR  1988     30     0.11469
NOR  1988     31     0.09922
NOR  1988     32     0.08275
NOR  1988     33     0.07076
NOR  1988     34     0.05779
NOR  1988     35     0.04460
NOR  1988     36     0.03452
NOR  1988     37     0.02638
NOR  1988     38     0.01925
NOR  1988     39     0.01342
NOR  1988     40     0.00863
NOR  1988     41     0.00586
NOR  1988     42     0.00418
NOR  1988     43     0.00244
NOR  1988     44     0.00103
NOR  1988     45     0.00037
NOR  1988     46     0.00032
NOR  1988     47     0.00005
NOR  1988     48     0.00009
NOR  1988     49     0.00005
NOR  1988     50     0.00000
NOR  1988     51     0.00000
NOR  1988     52     0.00000
NOR  1988     53     0.00000
NOR  1988     54     0.00000
NOR  1988     55+    0.00000
NOR  1989     12-    0.00004
NOR  1989     13     0.00004
NOR  1989     14     0.00007
NOR  1989     15     0.00057
NOR  1989     16     0.00374
NOR  1989     17     0.01035
