Period fertility rates by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 12/10/2018
Code Year    Age        ASFR
AUT  1951     12-    0.00000
AUT  1951     13     0.00000
AUT  1951     14     0.00037
AUT  1951     15     0.00150
AUT  1951     16     0.00846
AUT  1951     17     0.02615
AUT  1951     18     0.05113
AUT  1951     19     0.07838
AUT  1951     20     0.10010
AUT  1951     21     0.11041
AUT  1951     22     0.11919
AUT  1951     23     0.12044
AUT  1951     24     0.12267
AUT  1951     25     0.12121
AUT  1951     26     0.11673
AUT  1951     27     0.11540
AUT  1951     28     0.10743
AUT  1951     29     0.10672
AUT  1951     30     0.09880
AUT  1951     31     0.08850
AUT  1951     32     0.07601
AUT  1951     33     0.06957
AUT  1951     34     0.06326
AUT  1951     35     0.05725
AUT  1951     36     0.05347
AUT  1951     37     0.04687
AUT  1951     38     0.04035
AUT  1951     39     0.03363
AUT  1951     40     0.02779
AUT  1951     41     0.02074
AUT  1951     42     0.01533
AUT  1951     43     0.01030
AUT  1951     44     0.00595
AUT  1951     45     0.00343
AUT  1951     46     0.00168
AUT  1951     47     0.00088
AUT  1951     48     0.00039
AUT  1951     49     0.00017
AUT  1951     50     0.00017
AUT  1951     51     0.00007
AUT  1951     52     0.00000
AUT  1951     53     0.00000
AUT  1951     54     0.00000
AUT  1951     55+    0.00000
AUT  1952     12-    0.00000
AUT  1952     13     0.00004
AUT  1952     14     0.00038
AUT  1952     15     0.00171
AUT  1952     16     0.00816
AUT  1952     17     0.02519
AUT  1952     18     0.05052
AUT  1952     19     0.08222
AUT  1952     20     0.10226
AUT  1952     21     0.11361
AUT  1952     22     0.12334
AUT  1952     23     0.12349
AUT  1952     24     0.12821
AUT  1952     25     0.12386
AUT  1952     26     0.12439
AUT  1952     27     0.11792
AUT  1952     28     0.11027
AUT  1952     29     0.10458
AUT  1952     30     0.09904
AUT  1952     31     0.08923
AUT  1952     32     0.08245
AUT  1952     33     0.07272
AUT  1952     34     0.06523
AUT  1952     35     0.05612
AUT  1952     36     0.05141
AUT  1952     37     0.04749
AUT  1952     38     0.03974
AUT  1952     39     0.03339
AUT  1952     40     0.02579
AUT  1952     41     0.02156
AUT  1952     42     0.01481
AUT  1952     43     0.00997
AUT  1952     44     0.00562
AUT  1952     45     0.00350
AUT  1952     46     0.00159
AUT  1952     47     0.00065
AUT  1952     48     0.00026
AUT  1952     49     0.00015
AUT  1952     50     0.00010
AUT  1952     51     0.00002
AUT  1952     52     0.00000
AUT  1952     53     0.00000
AUT  1952     54     0.00000
AUT  1952     55+    0.00000
AUT  1953     12-    0.00000
AUT  1953     13     0.00004
AUT  1953     14     0.00033
AUT  1953     15     0.00188
AUT  1953     16     0.00881
AUT  1953     17     0.02523
AUT  1953     18     0.05062
AUT  1953     19     0.08029
AUT  1953     20     0.10696
AUT  1953     21     0.12003
AUT  1953     22     0.12885
AUT  1953     23     0.12787
AUT  1953     24     0.13171
AUT  1953     25     0.13080
AUT  1953     26     0.12304
AUT  1953     27     0.11860
AUT  1953     28     0.11329
AUT  1953     29     0.10995
AUT  1953     30     0.09610
AUT  1953     31     0.09336
AUT  1953     32     0.08105
AUT  1953     33     0.07362
AUT  1953     34     0.06448
AUT  1953     35     0.05964
AUT  1953     36     0.05160
AUT  1953     37     0.04282
AUT  1953     38     0.03864
AUT  1953     39     0.03223
AUT  1953     40     0.02611
AUT  1953     41     0.01959
AUT  1953     42     0.01489
AUT  1953     43     0.00947
AUT  1953     44     0.00582
AUT  1953     45     0.00376
AUT  1953     46     0.00166
AUT  1953     47     0.00075
AUT  1953     48     0.00032
AUT  1953     49     0.00013
AUT  1953     50     0.00002
AUT  1953     51     0.00000
AUT  1953     52     0.00000
AUT  1953     53     0.00000
AUT  1953     54     0.00000
AUT  1953     55+    0.00000
AUT  1954     12-    0.00000
AUT  1954     13     0.00002
AUT  1954     14     0.00018
AUT  1954     15     0.00204
AUT  1954     16     0.00894
AUT  1954     17     0.02773
AUT  1954     18     0.05217
AUT  1954     19     0.08006
AUT  1954     20     0.10948
AUT  1954     21     0.12211
AUT  1954     22     0.13298
AUT  1954     23     0.13456
AUT  1954     24     0.13642
AUT  1954     25     0.13507
AUT  1954     26     0.12991
AUT  1954     27     0.12410
AUT  1954     28     0.11453
AUT  1954     29     0.10946
AUT  1954     30     0.10208
AUT  1954     31     0.09130
AUT  1954     32     0.08476
AUT  1954     33     0.07584
AUT  1954     34     0.06525
AUT  1954     35     0.05923
AUT  1954     36     0.05345
AUT  1954     37     0.04721
AUT  1954     38     0.03895
AUT  1954     39     0.03338
AUT  1954     40     0.02790
AUT  1954     41     0.02111
AUT  1954     42     0.01434
AUT  1954     43     0.00944
AUT  1954     44     0.00559
AUT  1954     45     0.00320
AUT  1954     46     0.00170
AUT  1954     47     0.00065
AUT  1954     48     0.00040
AUT  1954     49     0.00007
AUT  1954     50     0.00008
AUT  1954     51     0.00001
AUT  1954     52     0.00000
AUT  1954     53     0.00000
AUT  1954     54     0.00000
AUT  1954     55+    0.00000
AUT  1955     12-    0.00002
AUT  1955     13     0.00003
AUT  1955     14     0.00003
AUT  1955     15     0.00219
AUT  1955     16     0.00963
AUT  1955     17     0.02750
AUT  1955     18     0.05747
AUT  1955     19     0.08610
AUT  1955     20     0.11072
AUT  1955     21     0.12869
AUT  1955     22     0.14012
AUT  1955     23     0.14761
AUT  1955     24     0.14409
AUT  1955     25     0.14408
AUT  1955     26     0.13890
AUT  1955     27     0.13327
AUT  1955     28     0.12349
AUT  1955     29     0.11507
AUT  1955     30     0.10842
AUT  1955     31     0.10099
AUT  1955     32     0.08886
AUT  1955     33     0.08240
AUT  1955     34     0.07160
AUT  1955     35     0.06433
AUT  1955     36     0.05588
AUT  1955     37     0.04888
AUT  1955     38     0.04025
AUT  1955     39     0.03499
AUT  1955     40     0.02700
AUT  1955     41     0.02042
AUT  1955     42     0.01480
AUT  1955     43     0.00961
AUT  1955     44     0.00597
AUT  1955     45     0.00307
AUT  1955     46     0.00161
AUT  1955     47     0.00068
AUT  1955     48     0.00023
AUT  1955     49     0.00019
AUT  1955     50     0.00011
AUT  1955     51     0.00002
AUT  1955     52     0.00000
AUT  1955     53     0.00000
AUT  1955     54     0.00000
AUT  1955     55+    0.00000
AUT  1956     12-    0.00000
AUT  1956     13     0.00002
AUT  1956     14     0.00052
AUT  1956     15     0.00228
AUT  1956     16     0.01053
AUT  1956     17     0.02947
AUT  1956     18     0.06113
AUT  1956     19     0.09358
AUT  1956     20     0.11903
AUT  1956     21     0.14437
AUT  1956     22     0.15411
AUT  1956     23     0.15899
AUT  1956     24     0.16084
AUT  1956     25     0.15728
AUT  1956     26     0.14964
AUT  1956     27     0.14315
AUT  1956     28     0.13482
AUT  1956     29     0.12497
AUT  1956     30     0.11408
AUT  1956     31     0.10781
AUT  1956     32     0.09666
AUT  1956     33     0.08770
AUT  1956     34     0.07965
AUT  1956     35     0.06767
AUT  1956     36     0.06075
AUT  1956     37     0.05191
AUT  1956     38     0.04622
AUT  1956     39     0.03738
AUT  1956     40     0.03020
AUT  1956     41     0.02302
AUT  1956     42     0.01611
AUT  1956     43     0.01043
AUT  1956     44     0.00619
AUT  1956     45     0.00314
AUT  1956     46     0.00154
AUT  1956     47     0.00066
AUT  1956     48     0.00023
AUT  1956     49     0.00000
AUT  1956     50     0.00001
AUT  1956     51     0.00001
AUT  1956     52     0.00000
AUT  1956     53     0.00000
AUT  1956     54     0.00000
AUT  1956     55+    0.00000
AUT  1957     12-    0.00002
AUT  1957     13     0.00011
AUT  1957     14     0.00036
AUT  1957     15     0.00283
AUT  1957     16     0.01044
AUT  1957     17     0.03133
AUT  1957     18     0.06089
AUT  1957     19     0.09569
AUT  1957     20     0.12506
AUT  1957     21     0.14621
AUT  1957     22     0.15946
AUT  1957     23     0.16583
AUT  1957     24     0.16722
AUT  1957     25     0.16597
AUT  1957     26     0.15778
AUT  1957     27     0.15285
AUT  1957     28     0.13923
AUT  1957     29     0.13251
AUT  1957     30     0.11913
AUT  1957     31     0.10862
AUT  1957     32     0.09762
AUT  1957     33     0.08796
AUT  1957     34     0.08016
AUT  1957     35     0.07290
AUT  1957     36     0.06229
AUT  1957     37     0.05412
AUT  1957     38     0.04643
AUT  1957     39     0.03571
AUT  1957     40     0.03117
AUT  1957     41     0.02270
AUT  1957     42     0.01565
AUT  1957     43     0.01128
AUT  1957     44     0.00626
AUT  1957     45     0.00352
AUT  1957     46     0.00168
AUT  1957     47     0.00088
AUT  1957     48     0.00028
AUT  1957     49     0.00011
AUT  1957     50     0.00001
AUT  1957     51     0.00000
AUT  1957     52     0.00000
AUT  1957     53     0.00000
AUT  1957     54     0.00000
AUT  1957     55+    0.00000
AUT  1958     12-    0.00003
AUT  1958     13     0.00006
AUT  1958     14     0.00045
AUT  1958     15     0.00257
AUT  1958     16     0.01112
AUT  1958     17     0.03202
AUT  1958     18     0.06128
AUT  1958     19     0.09682
AUT  1958     20     0.12866
AUT  1958     21     0.15008
AUT  1958     22     0.16504
AUT  1958     23     0.17253
AUT  1958     24     0.17395
AUT  1958     25     0.16988
AUT  1958     26     0.16278
AUT  1958     27     0.15159
AUT  1958     28     0.14011
AUT  1958     29     0.12908
AUT  1958     30     0.12084
AUT  1958     31     0.10898
AUT  1958     32     0.09984
AUT  1958     33     0.08994
AUT  1958     34     0.08034
AUT  1958     35     0.07043
AUT  1958     36     0.06286
AUT  1958     37     0.05211
AUT  1958     38     0.04369
AUT  1958     39     0.03630
AUT  1958     40     0.02822
AUT  1958     41     0.02106
AUT  1958     42     0.01472
AUT  1958     43     0.01106
AUT  1958     44     0.00646
AUT  1958     45     0.00336
AUT  1958     46     0.00125
AUT  1958     47     0.00059
AUT  1958     48     0.00029
AUT  1958     49     0.00004
AUT  1958     50     0.00002
AUT  1958     51     0.00000
AUT  1958     52     0.00000
AUT  1958     53     0.00000
AUT  1958     54     0.00000
AUT  1958     55+    0.00000
AUT  1959     12-    0.00002
AUT  1959     13     0.00010
AUT  1959     14     0.00059
AUT  1959     15     0.00316
AUT  1959     16     0.01273
AUT  1959     17     0.03385
AUT  1959     18     0.06534
AUT  1959     19     0.10235
AUT  1959     20     0.13081
AUT  1959     21     0.15484
AUT  1959     22     0.17307
AUT  1959     23     0.17642
AUT  1959     24     0.18368
AUT  1959     25     0.17526
AUT  1959     26     0.16793
AUT  1959     27     0.16042
AUT  1959     28     0.14479
AUT  1959     29     0.13713
AUT  1959     30     0.12451
AUT  1959     31     0.11130
AUT  1959     32     0.09853
AUT  1959     33     0.09039
AUT  1959     34     0.07936
AUT  1959     35     0.07266
AUT  1959     36     0.06096
AUT  1959     37     0.05522
AUT  1959     38     0.04452
AUT  1959     39     0.03840
AUT  1959     40     0.02938
AUT  1959     41     0.02297
AUT  1959     42     0.01551
AUT  1959     43     0.00939
AUT  1959     44     0.00627
AUT  1959     45     0.00360
AUT  1959     46     0.00140
AUT  1959     47     0.00056
AUT  1959     48     0.00025
AUT  1959     49     0.00012
AUT  1959     50     0.00005
AUT  1959     51     0.00001
AUT  1959     52     0.00000
AUT  1959     53     0.00000
AUT  1959     54     0.00000
AUT  1959     55+    0.00000
AUT  1960     12-    0.00000
AUT  1960     13     0.00010
AUT  1960     14     0.00055
AUT  1960     15     0.00321
AUT  1960     16     0.01353
AUT  1960     17     0.03749
AUT  1960     18     0.06714
AUT  1960     19     0.10243
AUT  1960     20     0.13236
AUT  1960     21     0.15199
AUT  1960     22     0.16985
AUT  1960     23     0.17894
AUT  1960     24     0.18035
AUT  1960     25     0.17634
AUT  1960     26     0.17272
AUT  1960     27     0.16146
AUT  1960     28     0.15244
AUT  1960     29     0.13477
AUT  1960     30     0.12184
AUT  1960     31     0.11238
AUT  1960     32     0.10374
AUT  1960     33     0.08975
AUT  1960     34     0.07940
AUT  1960     35     0.07018
AUT  1960     36     0.06113
AUT  1960     37     0.05166
AUT  1960     38     0.04612
AUT  1960     39     0.03719
AUT  1960     40     0.02766
AUT  1960     41     0.02255
AUT  1960     42     0.01515
AUT  1960     43     0.00972
AUT  1960     44     0.00578
AUT  1960     45     0.00325
AUT  1960     46     0.00157
AUT  1960     47     0.00050
AUT  1960     48     0.00020
AUT  1960     49     0.00006
AUT  1960     50     0.00001
AUT  1960     51     0.00000
AUT  1960     52     0.00000
AUT  1960     53     0.00000
AUT  1960     54     0.00000
AUT  1960     55+    0.00000
AUT  1961     12-    0.00002
AUT  1961     13     0.00011
AUT  1961     14     0.00051
AUT  1961     15     0.00432
AUT  1961     16     0.01712
AUT  1961     17     0.04137
AUT  1961     18     0.07549
AUT  1961     19     0.10720
AUT  1961     20     0.13549
AUT  1961     21     0.15674
AUT  1961     22     0.17162
AUT  1961     23     0.18556
AUT  1961     24     0.18768
AUT  1961     25     0.18379
AUT  1961     26     0.17543
AUT  1961     27     0.16422
AUT  1961     28     0.15690
AUT  1961     29     0.13907
AUT  1961     30     0.13030
AUT  1961     31     0.11306
AUT  1961     32     0.10415
AUT  1961     33     0.09204
AUT  1961     34     0.08140
AUT  1961     35     0.07107
AUT  1961     36     0.06521
AUT  1961     37     0.05480
AUT  1961     38     0.04541
AUT  1961     39     0.03864
AUT  1961     40     0.02868
AUT  1961     41     0.02248
AUT  1961     42     0.01585
AUT  1961     43     0.00960
AUT  1961     44     0.00543
AUT  1961     45     0.00272
AUT  1961     46     0.00163
AUT  1961     47     0.00076
AUT  1961     48     0.00034
AUT  1961     49     0.00005
AUT  1961     50     0.00002
AUT  1961     51     0.00003
AUT  1961     52     0.00000
AUT  1961     53     0.00000
AUT  1961     54     0.00000
AUT  1961     55+    0.00000
AUT  1962     12-    0.00000
AUT  1962     13     0.00008
AUT  1962     14     0.00030
AUT  1962     15     0.00408
AUT  1962     16     0.01839
AUT  1962     17     0.04684
AUT  1962     18     0.08003
AUT  1962     19     0.11121
AUT  1962     20     0.13835
AUT  1962     21     0.15625
AUT  1962     22     0.17107
AUT  1962     23     0.18123
AUT  1962     24     0.18599
AUT  1962     25     0.18433
AUT  1962     26     0.17699
AUT  1962     27     0.16513
AUT  1962     28     0.15454
AUT  1962     29     0.14203
AUT  1962     30     0.13303
AUT  1962     31     0.11546
AUT  1962     32     0.10553
AUT  1962     33     0.08981
AUT  1962     34     0.08062
AUT  1962     35     0.07275
AUT  1962     36     0.06058
AUT  1962     37     0.05263
AUT  1962     38     0.04531
AUT  1962     39     0.03866
AUT  1962     40     0.02991
AUT  1962     41     0.02225
AUT  1962     42     0.01501
AUT  1962     43     0.01021
AUT  1962     44     0.00682
AUT  1962     45     0.00285
AUT  1962     46     0.00113
AUT  1962     47     0.00074
AUT  1962     48     0.00024
AUT  1962     49     0.00007
AUT  1962     50     0.00000
AUT  1962     51     0.00000
AUT  1962     52     0.00000
AUT  1962     53     0.00000
AUT  1962     54     0.00000
AUT  1962     55+    0.00000
AUT  1963     12-    0.00004
AUT  1963     13     0.00006
AUT  1963     14     0.00064
AUT  1963     15     0.00422
AUT  1963     16     0.01840
AUT  1963     17     0.04927
AUT  1963     18     0.08746
AUT  1963     19     0.11839
AUT  1963     20     0.14264
AUT  1963     21     0.15726
AUT  1963     22     0.16988
AUT  1963     23     0.17598
AUT  1963     24     0.17970
AUT  1963     25     0.18701
AUT  1963     26     0.17673
AUT  1963     27     0.16639
AUT  1963     28     0.15823
AUT  1963     29     0.14200
AUT  1963     30     0.13133
AUT  1963     31     0.11976
AUT  1963     32     0.10583
AUT  1963     33     0.09176
AUT  1963     34     0.08393
AUT  1963     35     0.07156
AUT  1963     36     0.06180
AUT  1963     37     0.05443
AUT  1963     38     0.04439
AUT  1963     39     0.03647
AUT  1963     40     0.02917
AUT  1963     41     0.02080
AUT  1963     42     0.01538
AUT  1963     43     0.00964
AUT  1963     44     0.00557
AUT  1963     45     0.00305
AUT  1963     46     0.00103
AUT  1963     47     0.00076
AUT  1963     48     0.00027
AUT  1963     49     0.00009
AUT  1963     50     0.00002
AUT  1963     51     0.00000
AUT  1963     52     0.00000
AUT  1963     53     0.00000
AUT  1963     54     0.00000
AUT  1963     55+    0.00000
AUT  1964     12-    0.00000
AUT  1964     13     0.00008
AUT  1964     14     0.00062
AUT  1964     15     0.00460
AUT  1964     16     0.01796
AUT  1964     17     0.05124
AUT  1964     18     0.09510
AUT  1964     19     0.12269
AUT  1964     20     0.14499
AUT  1964     21     0.15477
AUT  1964     22     0.16839
AUT  1964     23     0.17367
AUT  1964     24     0.17301
AUT  1964     25     0.17351
AUT  1964     26     0.17676
AUT  1964     27     0.16294
AUT  1964     28     0.15222
AUT  1964     29     0.14419
AUT  1964     30     0.12934
AUT  1964     31     0.11682
AUT  1964     32     0.10532
AUT  1964     33     0.09205
AUT  1964     34     0.08033
AUT  1964     35     0.07213
AUT  1964     36     0.06244
AUT  1964     37     0.05109
AUT  1964     38     0.04301
AUT  1964     39     0.03548
AUT  1964     40     0.02905
AUT  1964     41     0.02300
AUT  1964     42     0.01613
AUT  1964     43     0.01018
AUT  1964     44     0.00578
AUT  1964     45     0.00308
AUT  1964     46     0.00170
AUT  1964     47     0.00074
AUT  1964     48     0.00032
AUT  1964     49     0.00002
AUT  1964     50     0.00000
AUT  1964     51     0.00000
AUT  1964     52     0.00000
AUT  1964     53     0.00000
AUT  1964     54     0.00000
AUT  1964     55+    0.00000
AUT  1965     12-    0.00000
AUT  1965     13     0.00002
AUT  1965     14     0.00042
AUT  1965     15     0.00337
AUT  1965     16     0.01745
AUT  1965     17     0.04929
AUT  1965     18     0.09405
AUT  1965     19     0.13396
AUT  1965     20     0.14362
AUT  1965     21     0.15666
AUT  1965     22     0.16629
AUT  1965     23     0.16798
AUT  1965     24     0.16992
AUT  1965     25     0.16760
AUT  1965     26     0.15795
AUT  1965     27     0.15611
AUT  1965     28     0.14596
AUT  1965     29     0.13452
AUT  1965     30     0.12619
AUT  1965     31     0.11174
AUT  1965     32     0.09767
AUT  1965     33     0.08607
AUT  1965     34     0.08000
AUT  1965     35     0.06873
AUT  1965     36     0.05999
AUT  1965     37     0.04844
AUT  1965     38     0.04219
AUT  1965     39     0.03418
AUT  1965     40     0.02727
AUT  1965     41     0.02093
AUT  1965     42     0.01481
AUT  1965     43     0.00913
AUT  1965     44     0.00561
AUT  1965     45     0.00272
AUT  1965     46     0.00149
AUT  1965     47     0.00059
AUT  1965     48     0.00048
AUT  1965     49     0.00005
AUT  1965     50     0.00001
AUT  1965     51     0.00000
AUT  1965     52     0.00000
AUT  1965     53     0.00000
AUT  1965     54     0.00000
AUT  1965     55+    0.00000
AUT  1966     12-    0.00000
AUT  1966     13     0.00002
AUT  1966     14     0.00049
AUT  1966     15     0.00310
AUT  1966     16     0.01706
AUT  1966     17     0.05111
AUT  1966     18     0.09616
AUT  1966     19     0.13577
AUT  1966     20     0.15995
AUT  1966     21     0.15986
AUT  1966     22     0.16568
AUT  1966     23     0.17035
AUT  1966     24     0.16439
AUT  1966     25     0.16001
AUT  1966     26     0.15391
AUT  1966     27     0.14529
AUT  1966     28     0.14270
AUT  1966     29     0.12935
AUT  1966     30     0.11891
AUT  1966     31     0.11007
AUT  1966     32     0.09539
AUT  1966     33     0.08630
AUT  1966     34     0.07433
AUT  1966     35     0.06556
AUT  1966     36     0.05728
AUT  1966     37     0.04847
AUT  1966     38     0.04053
AUT  1966     39     0.03190
AUT  1966     40     0.02476
AUT  1966     41     0.01999
AUT  1966     42     0.01456
AUT  1966     43     0.00896
AUT  1966     44     0.00575
AUT  1966     45     0.00290
AUT  1966     46     0.00112
AUT  1966     47     0.00050
AUT  1966     48     0.00024
AUT  1966     49     0.00006
AUT  1966     50     0.00001
AUT  1966     51     0.00000
AUT  1966     52     0.00000
AUT  1966     53     0.00000
AUT  1966     54     0.00000
AUT  1966     55+    0.00000
AUT  1967     12-    0.00002
AUT  1967     13     0.00010
AUT  1967     14     0.00044
AUT  1967     15     0.00335
AUT  1967     16     0.01764
AUT  1967     17     0.04981
AUT  1967     18     0.09628
AUT  1967     19     0.13619
AUT  1967     20     0.16584
AUT  1967     21     0.17095
AUT  1967     22     0.16515
AUT  1967     23     0.16735
AUT  1967     24     0.16344
AUT  1967     25     0.15606
AUT  1967     26     0.15177
AUT  1967     27     0.14008
AUT  1967     28     0.13276
AUT  1967     29     0.12745
AUT  1967     30     0.11549
AUT  1967     31     0.10424
AUT  1967     32     0.09390
AUT  1967     33     0.08379
AUT  1967     34     0.07140
AUT  1967     35     0.06504
AUT  1967     36     0.05594
AUT  1967     37     0.04555
AUT  1967     38     0.03716
AUT  1967     39     0.03045
AUT  1967     40     0.02432
AUT  1967     41     0.01825
AUT  1967     42     0.01243
AUT  1967     43     0.00904
AUT  1967     44     0.00500
AUT  1967     45     0.00276
AUT  1967     46     0.00109
AUT  1967     47     0.00042
AUT  1967     48     0.00031
AUT  1967     49     0.00003
AUT  1967     50     0.00000
AUT  1967     51     0.00000
AUT  1967     52     0.00000
AUT  1967     53     0.00000
AUT  1967     54     0.00000
AUT  1967     55+    0.00000
AUT  1968     12-    0.00004
AUT  1968     13     0.00016
AUT  1968     14     0.00035
AUT  1968     15     0.00276
AUT  1968     16     0.01475
AUT  1968     17     0.05300
AUT  1968     18     0.09740
AUT  1968     19     0.13973
AUT  1968     20     0.17016
AUT  1968     21     0.17757
AUT  1968     22     0.17475
AUT  1968     23     0.16244
AUT  1968     24     0.16135
AUT  1968     25     0.15327
AUT  1968     26     0.14612
AUT  1968     27     0.13666
AUT  1968     28     0.12659
AUT  1968     29     0.11715
AUT  1968     30     0.11078
AUT  1968     31     0.10194
AUT  1968     32     0.09010
AUT  1968     33     0.08103
AUT  1968     34     0.06959
AUT  1968     35     0.06131
AUT  1968     36     0.05376
AUT  1968     37     0.04575
AUT  1968     38     0.03623
AUT  1968     39     0.03080
AUT  1968     40     0.02350
AUT  1968     41     0.01704
AUT  1968     42     0.01173
AUT  1968     43     0.00794
AUT  1968     44     0.00514
AUT  1968     45     0.00304
AUT  1968     46     0.00110
AUT  1968     47     0.00056
AUT  1968     48     0.00017
AUT  1968     49     0.00006
AUT  1968     50     0.00003
AUT  1968     51     0.00000
AUT  1968     52     0.00000
AUT  1968     53     0.00000
AUT  1968     54     0.00000
AUT  1968     55+    0.00000
AUT  1969     12-    0.00002
AUT  1969     13     0.00004
AUT  1969     14     0.00038
AUT  1969     15     0.00281
AUT  1969     16     0.01512
AUT  1969     17     0.05028
AUT  1969     18     0.10075
AUT  1969     19     0.14007
AUT  1969     20     0.16448
AUT  1969     21     0.17170
AUT  1969     22     0.17341
AUT  1969     23     0.16734
AUT  1969     24     0.15010
AUT  1969     25     0.14221
AUT  1969     26     0.13891
AUT  1969     27     0.12827
AUT  1969     28     0.12088
AUT  1969     29     0.10803
AUT  1969     30     0.10090
AUT  1969     31     0.09476
AUT  1969     32     0.08515
AUT  1969     33     0.07571
AUT  1969     34     0.06864
AUT  1969     35     0.06159
AUT  1969     36     0.05108
AUT  1969     37     0.04449
AUT  1969     38     0.03638
AUT  1969     39     0.02921
AUT  1969     40     0.02176
AUT  1969     41     0.01648
AUT  1969     42     0.01146
AUT  1969     43     0.00669
AUT  1969     44     0.00463
AUT  1969     45     0.00247
AUT  1969     46     0.00116
AUT  1969     47     0.00033
AUT  1969     48     0.00012
AUT  1969     49     0.00003
AUT  1969     50     0.00003
AUT  1969     51     0.00001
AUT  1969     52     0.00000
AUT  1969     53     0.00000
AUT  1969     54     0.00000
AUT  1969     55+    0.00000
AUT  1970     12-    0.00004
AUT  1970     13     0.00007
AUT  1970     14     0.00059
AUT  1970     15     0.00335
AUT  1970     16     0.01648
AUT  1970     17     0.04899
AUT  1970     18     0.09116
AUT  1970     19     0.13264
AUT  1970     20     0.15291
AUT  1970     21     0.16213
AUT  1970     22     0.16536
AUT  1970     23     0.15218
AUT  1970     24     0.14129
AUT  1970     25     0.13135
AUT  1970     26     0.12515
AUT  1970     27     0.11618
AUT  1970     28     0.10868
AUT  1970     29     0.09884
AUT  1970     30     0.08967
AUT  1970     31     0.08195
AUT  1970     32     0.07715
AUT  1970     33     0.07028
AUT  1970     34     0.06161
AUT  1970     35     0.05358
AUT  1970     36     0.04866
AUT  1970     37     0.04076
AUT  1970     38     0.03318
AUT  1970     39     0.02642
AUT  1970     40     0.02156
AUT  1970     41     0.01474
AUT  1970     42     0.01008
AUT  1970     43     0.00715
AUT  1970     44     0.00421
AUT  1970     45     0.00204
AUT  1970     46     0.00115
AUT  1970     47     0.00025
AUT  1970     48     0.00017
AUT  1970     49     0.00008
AUT  1970     50     0.00004
AUT  1970     51     0.00001
AUT  1970     52     0.00000
AUT  1970     53     0.00000
AUT  1970     54     0.00000
AUT  1970     55+    0.00000
AUT  1971     12-    0.00002
AUT  1971     13     0.00005
AUT  1971     14     0.00071
AUT  1971     15     0.00317
AUT  1971     16     0.01710
AUT  1971     17     0.04989
AUT  1971     18     0.08946
AUT  1971     19     0.12566
AUT  1971     20     0.14500
AUT  1971     21     0.15582
AUT  1971     22     0.15488
AUT  1971     23     0.14863
AUT  1971     24     0.13852
AUT  1971     25     0.12927
AUT  1971     26     0.11687
AUT  1971     27     0.11113
AUT  1971     28     0.10291
AUT  1971     29     0.09392
AUT  1971     30     0.08736
AUT  1971     31     0.07608
AUT  1971     32     0.06846
AUT  1971     33     0.06651
AUT  1971     34     0.05886
AUT  1971     35     0.05265
AUT  1971     36     0.04501
AUT  1971     37     0.03899
AUT  1971     38     0.03398
AUT  1971     39     0.02701
AUT  1971     40     0.02077
AUT  1971     41     0.01578
AUT  1971     42     0.01101
AUT  1971     43     0.00649
AUT  1971     44     0.00417
AUT  1971     45     0.00225
AUT  1971     46     0.00114
AUT  1971     47     0.00043
AUT  1971     48     0.00011
AUT  1971     49     0.00004
AUT  1971     50     0.00000
AUT  1971     51     0.00000
AUT  1971     52     0.00000
AUT  1971     53     0.00000
AUT  1971     54     0.00000
AUT  1971     55+    0.00000
AUT  1972     12-    0.00000
AUT  1972     13     0.00014
AUT  1972     14     0.00077
AUT  1972     15     0.00371
AUT  1972     16     0.01874
AUT  1972     17     0.05184
AUT  1972     18     0.09023
AUT  1972     19     0.12065
AUT  1972     20     0.13789
AUT  1972     21     0.14692
AUT  1972     22     0.14567
AUT  1972     23     0.14055
AUT  1972     24     0.13628
AUT  1972     25     0.12522
AUT  1972     26     0.11424
AUT  1972     27     0.10418
AUT  1972     28     0.09688
AUT  1972     29     0.08616
AUT  1972     30     0.07925
AUT  1972     31     0.06899
AUT  1972     32     0.06378
AUT  1972     33     0.05776
AUT  1972     34     0.05500
AUT  1972     35     0.04721
AUT  1972     36     0.04229
AUT  1972     37     0.03601
AUT  1972     38     0.03033
AUT  1972     39     0.02601
AUT  1972     40     0.02013
AUT  1972     41     0.01395
AUT  1972     42     0.01021
AUT  1972     43     0.00691
AUT  1972     44     0.00411
AUT  1972     45     0.00172
AUT  1972     46     0.00113
AUT  1972     47     0.00028
AUT  1972     48     0.00011
AUT  1972     49     0.00004
AUT  1972     50     0.00000
AUT  1972     51     0.00000
AUT  1972     52     0.00000
AUT  1972     53     0.00000
AUT  1972     54     0.00000
AUT  1972     55+    0.00000
AUT  1973     12-    0.00000
AUT  1973     13     0.00002
AUT  1973     14     0.00086
AUT  1973     15     0.00477
AUT  1973     16     0.02014
AUT  1973     17     0.05155
AUT  1973     18     0.08421
AUT  1973     19     0.11529
AUT  1973     20     0.13014
AUT  1973     21     0.13519
AUT  1973     22     0.13622
AUT  1973     23     0.13506
AUT  1973     24     0.12580
AUT  1973     25     0.11560
AUT  1973     26     0.10778
AUT  1973     27     0.09693
AUT  1973     28     0.08564
AUT  1973     29     0.07927
AUT  1973     30     0.07185
AUT  1973     31     0.06460
AUT  1973     32     0.05881
AUT  1973     33     0.04967
AUT  1973     34     0.04837
AUT  1973     35     0.04300
