PopName,Area,Year,YearReg,Age,AgeInt,Lexis,BirthOrder,OrderInt,PrevBirth,DurInt,Vital,Births,Access,Note1,Note2,Note3,RefCode,LDB
SWE,1,1972,1972,37,1,TU,3,1,.,.,1,154,O,3,.,.,6,1
SWE,1,1972,1972,38,1,TL,3,1,.,.,1,123,O,3,.,.,6,1
SWE,1,1972,1972,38,1,TU,3,1,.,.,1,99,O,3,.,.,6,1
SWE,1,1972,1972,39,1,TL,3,1,.,.,1,85,O,3,.,.,6,1
SWE,1,1972,1972,39,1,TU,3,1,.,.,1,73,O,3,.,.,6,1
SWE,1,1972,1972,40,1,TL,3,1,.,.,1,65,O,3,.,.,6,1
SWE,1,1972,1972,40,1,TU,3,1,.,.,1,47,O,3,.,.,6,1
SWE,1,1972,1972,41,1,TL,3,1,.,.,1,50,O,3,.,.,6,1
SWE,1,1972,1972,41,1,TU,3,1,.,.,1,38,O,3,.,.,6,1
SWE,1,1972,1972,42,1,TL,3,1,.,.,1,25,O,3,.,.,6,1
SWE,1,1972,1972,42,1,TU,3,1,.,.,1,22,O,3,.,.,6,1
SWE,1,1972,1972,43,1,TL,3,1,.,.,1,13,O,3,.,.,6,1
SWE,1,1972,1972,43,1,TU,3,1,.,.,1,13,O,3,.,.,6,1
SWE,1,1972,1972,44,1,TL,3,1,.,.,1,6,O,3,.,.,6,1
SWE,1,1972,1972,44,1,TU,3,1,.,.,1,7,O,3,.,.,6,1
SWE,1,1972,1972,45,1,TL,3,1,.,.,1,5,O,3,.,.,6,1
SWE,1,1972,1972,45,1,TU,3,1,.,.,1,3,O,3,.,.,6,1
SWE,1,1972,1972,46,1,TL,3,1,.,.,1,2,O,3,.,.,6,1
SWE,1,1972,1972,46,1,TU,3,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,47,1,TL,3,1,.,.,1,2,O,3,.,.,6,1
SWE,1,1972,1972,47,1,TU,3,1,.,.,1,1,O,3,.,.,6,1
SWE,1,1972,1972,48,1,TL,3,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,48,1,TU,3,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,49,1,TL,3,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,49,1,TU,3,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,50,1,TL,3,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,50,1,TU,3,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,51,1,TL,3,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,51,1,TU,3,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,52,1,TL,3,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,52,1,TU,3,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,53,1,TL,3,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,53,1,TU,3,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,54,1,TL,3,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,54,1,TU,3,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,55,1,TL,3,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,55,1,TU,3,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,56,1,TL,3,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,56,1,TU,3,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,57,1,TL,3,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,57,1,TU,3,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,58,1,TL,3,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,58,1,TU,3,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,59,1,TL,3,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,59,1,TU,3,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,60,1,TL,3,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,60,1,TU,3,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,TOT,.,.,3,1,.,.,1,15210,O,3,.,.,6,1
SWE,1,1972,1972,12,1,TL,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,12,1,TU,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,13,1,TL,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,13,1,TU,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,14,1,TL,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,14,1,TU,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,15,1,TL,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,15,1,TU,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,16,1,TL,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,16,1,TU,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,17,1,TL,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,17,1,TU,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,18,1,TL,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,18,1,TU,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,19,1,TL,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,19,1,TU,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,20,1,TL,4,1,.,.,1,3,O,3,.,.,6,1
SWE,1,1972,1972,20,1,TU,4,1,.,.,1,3,O,3,.,.,6,1
SWE,1,1972,1972,21,1,TL,4,1,.,.,1,6,O,3,.,.,6,1
SWE,1,1972,1972,21,1,TU,4,1,.,.,1,6,O,3,.,.,6,1
SWE,1,1972,1972,22,1,TL,4,1,.,.,1,14,O,3,.,.,6,1
SWE,1,1972,1972,22,1,TU,4,1,.,.,1,14,O,3,.,.,6,1
SWE,1,1972,1972,23,1,TL,4,1,.,.,1,20,O,3,.,.,6,1
SWE,1,1972,1972,23,1,TU,4,1,.,.,1,31,O,3,.,.,6,1
SWE,1,1972,1972,24,1,TL,4,1,.,.,1,55,O,3,.,.,6,1
SWE,1,1972,1972,24,1,TU,4,1,.,.,1,62,O,3,.,.,6,1
SWE,1,1972,1972,25,1,TL,4,1,.,.,1,74,O,3,.,.,6,1
SWE,1,1972,1972,25,1,TU,4,1,.,.,1,77,O,3,.,.,6,1
SWE,1,1972,1972,26,1,TL,4,1,.,.,1,120,O,3,.,.,6,1
SWE,1,1972,1972,26,1,TU,4,1,.,.,1,107,O,3,.,.,6,1
SWE,1,1972,1972,27,1,TL,4,1,.,.,1,127,O,3,.,.,6,1
SWE,1,1972,1972,27,1,TU,4,1,.,.,1,135,O,3,.,.,6,1
SWE,1,1972,1972,28,1,TL,4,1,.,.,1,176,O,3,.,.,6,1
SWE,1,1972,1972,28,1,TU,4,1,.,.,1,179,O,3,.,.,6,1
SWE,1,1972,1972,29,1,TL,4,1,.,.,1,152,O,3,.,.,6,1
SWE,1,1972,1972,29,1,TU,4,1,.,.,1,188,O,3,.,.,6,1
SWE,1,1972,1972,30,1,TL,4,1,.,.,1,162,O,3,.,.,6,1
SWE,1,1972,1972,30,1,TU,4,1,.,.,1,184,O,3,.,.,6,1
SWE,1,1972,1972,31,1,TL,4,1,.,.,1,164,O,3,.,.,6,1
SWE,1,1972,1972,31,1,TU,4,1,.,.,1,174,O,3,.,.,6,1
SWE,1,1972,1972,32,1,TL,4,1,.,.,1,157,O,3,.,.,6,1
SWE,1,1972,1972,32,1,TU,4,1,.,.,1,157,O,3,.,.,6,1
SWE,1,1972,1972,33,1,TL,4,1,.,.,1,153,O,3,.,.,6,1
SWE,1,1972,1972,33,1,TU,4,1,.,.,1,148,O,3,.,.,6,1
SWE,1,1972,1972,34,1,TL,4,1,.,.,1,135,O,3,.,.,6,1
SWE,1,1972,1972,34,1,TU,4,1,.,.,1,132,O,3,.,.,6,1
SWE,1,1972,1972,35,1,TL,4,1,.,.,1,138,O,3,.,.,6,1
SWE,1,1972,1972,35,1,TU,4,1,.,.,1,121,O,3,.,.,6,1
SWE,1,1972,1972,36,1,TL,4,1,.,.,1,104,O,3,.,.,6,1
SWE,1,1972,1972,36,1,TU,4,1,.,.,1,102,O,3,.,.,6,1
SWE,1,1972,1972,37,1,TL,4,1,.,.,1,82,O,3,.,.,6,1
SWE,1,1972,1972,37,1,TU,4,1,.,.,1,95,O,3,.,.,6,1
SWE,1,1972,1972,38,1,TL,4,1,.,.,1,71,O,3,.,.,6,1
SWE,1,1972,1972,38,1,TU,4,1,.,.,1,67,O,3,.,.,6,1
SWE,1,1972,1972,39,1,TL,4,1,.,.,1,66,O,3,.,.,6,1
SWE,1,1972,1972,39,1,TU,4,1,.,.,1,55,O,3,.,.,6,1
SWE,1,1972,1972,40,1,TL,4,1,.,.,1,41,O,3,.,.,6,1
SWE,1,1972,1972,40,1,TU,4,1,.,.,1,38,O,3,.,.,6,1
SWE,1,1972,1972,41,1,TL,4,1,.,.,1,31,O,3,.,.,6,1
SWE,1,1972,1972,41,1,TU,4,1,.,.,1,26,O,3,.,.,6,1
SWE,1,1972,1972,42,1,TL,4,1,.,.,1,22,O,3,.,.,6,1
SWE,1,1972,1972,42,1,TU,4,1,.,.,1,24,O,3,.,.,6,1
SWE,1,1972,1972,43,1,TL,4,1,.,.,1,11,O,3,.,.,6,1
SWE,1,1972,1972,43,1,TU,4,1,.,.,1,10,O,3,.,.,6,1
SWE,1,1972,1972,44,1,TL,4,1,.,.,1,9,O,3,.,.,6,1
SWE,1,1972,1972,44,1,TU,4,1,.,.,1,3,O,3,.,.,6,1
SWE,1,1972,1972,45,1,TL,4,1,.,.,1,1,O,3,.,.,6,1
SWE,1,1972,1972,45,1,TU,4,1,.,.,1,6,O,3,.,.,6,1
SWE,1,1972,1972,46,1,TL,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,46,1,TU,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,47,1,TL,4,1,.,.,1,2,O,3,.,.,6,1
SWE,1,1972,1972,47,1,TU,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,48,1,TL,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,48,1,TU,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,49,1,TL,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,49,1,TU,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,50,1,TL,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,50,1,TU,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,51,1,TL,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,51,1,TU,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,52,1,TL,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,52,1,TU,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,53,1,TL,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,53,1,TU,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,54,1,TL,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,54,1,TU,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,55,1,TL,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,55,1,TU,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,56,1,TL,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,56,1,TU,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,57,1,TL,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,57,1,TU,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,58,1,TL,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,58,1,TU,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,59,1,TL,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,59,1,TU,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,60,1,TL,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,60,1,TU,4,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,TOT,.,.,4,1,.,.,1,4240,O,3,.,.,6,1
SWE,1,1972,1972,12,1,TL,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,12,1,TU,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,13,1,TL,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,13,1,TU,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,14,1,TL,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,14,1,TU,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,15,1,TL,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,15,1,TU,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,16,1,TL,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,16,1,TU,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,17,1,TL,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,17,1,TU,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,18,1,TL,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,18,1,TU,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,19,1,TL,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,19,1,TU,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,20,1,TL,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,20,1,TU,5,1,.,.,1,1,O,3,.,.,6,1
SWE,1,1972,1972,21,1,TL,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,21,1,TU,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,22,1,TL,5,1,.,.,1,2,O,3,.,.,6,1
SWE,1,1972,1972,22,1,TU,5,1,.,.,1,1,O,3,.,.,6,1
SWE,1,1972,1972,23,1,TL,5,1,.,.,1,4,O,3,.,.,6,1
SWE,1,1972,1972,23,1,TU,5,1,.,.,1,4,O,3,.,.,6,1
SWE,1,1972,1972,24,1,TL,5,1,.,.,1,7,O,3,.,.,6,1
SWE,1,1972,1972,24,1,TU,5,1,.,.,1,12,O,3,.,.,6,1
SWE,1,1972,1972,25,1,TL,5,1,.,.,1,7,O,3,.,.,6,1
SWE,1,1972,1972,25,1,TU,5,1,.,.,1,9,O,3,.,.,6,1
SWE,1,1972,1972,26,1,TL,5,1,.,.,1,12,O,3,.,.,6,1
SWE,1,1972,1972,26,1,TU,5,1,.,.,1,21,O,3,.,.,6,1
SWE,1,1972,1972,27,1,TL,5,1,.,.,1,33,O,3,.,.,6,1
SWE,1,1972,1972,27,1,TU,5,1,.,.,1,27,O,3,.,.,6,1
SWE,1,1972,1972,28,1,TL,5,1,.,.,1,43,O,3,.,.,6,1
SWE,1,1972,1972,28,1,TU,5,1,.,.,1,42,O,3,.,.,6,1
SWE,1,1972,1972,29,1,TL,5,1,.,.,1,39,O,3,.,.,6,1
SWE,1,1972,1972,29,1,TU,5,1,.,.,1,34,O,3,.,.,6,1
SWE,1,1972,1972,30,1,TL,5,1,.,.,1,33,O,3,.,.,6,1
SWE,1,1972,1972,30,1,TU,5,1,.,.,1,37,O,3,.,.,6,1
SWE,1,1972,1972,31,1,TL,5,1,.,.,1,34,O,3,.,.,6,1
SWE,1,1972,1972,31,1,TU,5,1,.,.,1,44,O,3,.,.,6,1
SWE,1,1972,1972,32,1,TL,5,1,.,.,1,49,O,3,.,.,6,1
SWE,1,1972,1972,32,1,TU,5,1,.,.,1,50,O,3,.,.,6,1
SWE,1,1972,1972,33,1,TL,5,1,.,.,1,59,O,3,.,.,6,1
SWE,1,1972,1972,33,1,TU,5,1,.,.,1,47,O,3,.,.,6,1
SWE,1,1972,1972,34,1,TL,5,1,.,.,1,53,O,3,.,.,6,1
SWE,1,1972,1972,34,1,TU,5,1,.,.,1,33,O,3,.,.,6,1
SWE,1,1972,1972,35,1,TL,5,1,.,.,1,35,O,3,.,.,6,1
SWE,1,1972,1972,35,1,TU,5,1,.,.,1,44,O,3,.,.,6,1
SWE,1,1972,1972,36,1,TL,5,1,.,.,1,40,O,3,.,.,6,1
SWE,1,1972,1972,36,1,TU,5,1,.,.,1,48,O,3,.,.,6,1
SWE,1,1972,1972,37,1,TL,5,1,.,.,1,39,O,3,.,.,6,1
SWE,1,1972,1972,37,1,TU,5,1,.,.,1,41,O,3,.,.,6,1
SWE,1,1972,1972,38,1,TL,5,1,.,.,1,47,O,3,.,.,6,1
SWE,1,1972,1972,38,1,TU,5,1,.,.,1,40,O,3,.,.,6,1
SWE,1,1972,1972,39,1,TL,5,1,.,.,1,24,O,3,.,.,6,1
SWE,1,1972,1972,39,1,TU,5,1,.,.,1,31,O,3,.,.,6,1
SWE,1,1972,1972,40,1,TL,5,1,.,.,1,29,O,3,.,.,6,1
SWE,1,1972,1972,40,1,TU,5,1,.,.,1,33,O,3,.,.,6,1
SWE,1,1972,1972,41,1,TL,5,1,.,.,1,19,O,3,.,.,6,1
SWE,1,1972,1972,41,1,TU,5,1,.,.,1,24,O,3,.,.,6,1
SWE,1,1972,1972,42,1,TL,5,1,.,.,1,20,O,3,.,.,6,1
SWE,1,1972,1972,42,1,TU,5,1,.,.,1,20,O,3,.,.,6,1
SWE,1,1972,1972,43,1,TL,5,1,.,.,1,8,O,3,.,.,6,1
SWE,1,1972,1972,43,1,TU,5,1,.,.,1,7,O,3,.,.,6,1
SWE,1,1972,1972,44,1,TL,5,1,.,.,1,4,O,3,.,.,6,1
SWE,1,1972,1972,44,1,TU,5,1,.,.,1,6,O,3,.,.,6,1
SWE,1,1972,1972,45,1,TL,5,1,.,.,1,1,O,3,.,.,6,1
SWE,1,1972,1972,45,1,TU,5,1,.,.,1,3,O,3,.,.,6,1
SWE,1,1972,1972,46,1,TL,5,1,.,.,1,1,O,3,.,.,6,1
SWE,1,1972,1972,46,1,TU,5,1,.,.,1,2,O,3,.,.,6,1
SWE,1,1972,1972,47,1,TL,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,47,1,TU,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,48,1,TL,5,1,.,.,1,1,O,3,.,.,6,1
SWE,1,1972,1972,48,1,TU,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,49,1,TL,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,49,1,TU,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,50,1,TL,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,50,1,TU,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,51,1,TL,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,51,1,TU,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,52,1,TL,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,52,1,TU,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,53,1,TL,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,53,1,TU,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,54,1,TL,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,54,1,TU,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,55,1,TL,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,55,1,TU,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,56,1,TL,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,56,1,TU,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,57,1,TL,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,57,1,TU,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,58,1,TL,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,58,1,TU,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,59,1,TL,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,59,1,TU,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,60,1,TL,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,60,1,TU,5,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,TOT,.,.,5,1,.,.,1,1304,O,3,.,.,6,1
SWE,1,1972,1972,12,1,TL,6,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,12,1,TU,6,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,13,1,TL,6,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,13,1,TU,6,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,14,1,TL,6,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,14,1,TU,6,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,15,1,TL,6,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,15,1,TU,6,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,16,1,TL,6,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,16,1,TU,6,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,17,1,TL,6,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,17,1,TU,6,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,18,1,TL,6,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,18,1,TU,6,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,19,1,TL,6,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,19,1,TU,6,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,20,1,TL,6,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,20,1,TU,6,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,21,1,TL,6,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,21,1,TU,6,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,22,1,TL,6,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,22,1,TU,6,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,23,1,TL,6,1,.,.,1,1,O,3,.,.,6,1
SWE,1,1972,1972,23,1,TU,6,1,.,.,1,1,O,3,.,.,6,1
SWE,1,1972,1972,24,1,TL,6,1,.,.,1,1,O,3,.,.,6,1
SWE,1,1972,1972,24,1,TU,6,1,.,.,1,4,O,3,.,.,6,1
SWE,1,1972,1972,25,1,TL,6,1,.,.,1,2,O,3,.,.,6,1
SWE,1,1972,1972,25,1,TU,6,1,.,.,1,1,O,3,.,.,6,1
SWE,1,1972,1972,26,1,TL,6,1,.,.,1,7,O,3,.,.,6,1
SWE,1,1972,1972,26,1,TU,6,1,.,.,1,2,O,3,.,.,6,1
SWE,1,1972,1972,27,1,TL,6,1,.,.,1,9,O,3,.,.,6,1
SWE,1,1972,1972,27,1,TU,6,1,.,.,1,2,O,3,.,.,6,1
SWE,1,1972,1972,28,1,TL,6,1,.,.,1,10,O,3,.,.,6,1
SWE,1,1972,1972,28,1,TU,6,1,.,.,1,7,O,3,.,.,6,1
SWE,1,1972,1972,29,1,TL,6,1,.,.,1,5,O,3,.,.,6,1
SWE,1,1972,1972,29,1,TU,6,1,.,.,1,17,O,3,.,.,6,1
SWE,1,1972,1972,30,1,TL,6,1,.,.,1,7,O,3,.,.,6,1
SWE,1,1972,1972,30,1,TU,6,1,.,.,1,10,O,3,.,.,6,1
SWE,1,1972,1972,31,1,TL,6,1,.,.,1,12,O,3,.,.,6,1
SWE,1,1972,1972,31,1,TU,6,1,.,.,1,22,O,3,.,.,6,1
SWE,1,1972,1972,32,1,TL,6,1,.,.,1,19,O,3,.,.,6,1
SWE,1,1972,1972,32,1,TU,6,1,.,.,1,21,O,3,.,.,6,1
SWE,1,1972,1972,33,1,TL,6,1,.,.,1,13,O,3,.,.,6,1
SWE,1,1972,1972,33,1,TU,6,1,.,.,1,17,O,3,.,.,6,1
SWE,1,1972,1972,34,1,TL,6,1,.,.,1,16,O,3,.,.,6,1
SWE,1,1972,1972,34,1,TU,6,1,.,.,1,16,O,3,.,.,6,1
SWE,1,1972,1972,35,1,TL,6,1,.,.,1,18,O,3,.,.,6,1
SWE,1,1972,1972,35,1,TU,6,1,.,.,1,16,O,3,.,.,6,1
SWE,1,1972,1972,36,1,TL,6,1,.,.,1,31,O,3,.,.,6,1
SWE,1,1972,1972,36,1,TU,6,1,.,.,1,11,O,3,.,.,6,1
SWE,1,1972,1972,37,1,TL,6,1,.,.,1,14,O,3,.,.,6,1
SWE,1,1972,1972,37,1,TU,6,1,.,.,1,14,O,3,.,.,6,1
SWE,1,1972,1972,38,1,TL,6,1,.,.,1,13,O,3,.,.,6,1
SWE,1,1972,1972,38,1,TU,6,1,.,.,1,14,O,3,.,.,6,1
SWE,1,1972,1972,39,1,TL,6,1,.,.,1,10,O,3,.,.,6,1
SWE,1,1972,1972,39,1,TU,6,1,.,.,1,9,O,3,.,.,6,1
SWE,1,1972,1972,40,1,TL,6,1,.,.,1,12,O,3,.,.,6,1
SWE,1,1972,1972,40,1,TU,6,1,.,.,1,13,O,3,.,.,6,1
SWE,1,1972,1972,41,1,TL,6,1,.,.,1,12,O,3,.,.,6,1
SWE,1,1972,1972,41,1,TU,6,1,.,.,1,14,O,3,.,.,6,1
SWE,1,1972,1972,42,1,TL,6,1,.,.,1,6,O,3,.,.,6,1
SWE,1,1972,1972,42,1,TU,6,1,.,.,1,9,O,3,.,.,6,1
SWE,1,1972,1972,43,1,TL,6,1,.,.,1,6,O,3,.,.,6,1
SWE,1,1972,1972,43,1,TU,6,1,.,.,1,5,O,3,.,.,6,1
SWE,1,1972,1972,44,1,TL,6,1,.,.,1,3,O,3,.,.,6,1
SWE,1,1972,1972,44,1,TU,6,1,.,.,1,3,O,3,.,.,6,1
SWE,1,1972,1972,45,1,TL,6,1,.,.,1,4,O,3,.,.,6,1
SWE,1,1972,1972,45,1,TU,6,1,.,.,1,2,O,3,.,.,6,1
SWE,1,1972,1972,46,1,TL,6,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,46,1,TU,6,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,47,1,TL,6,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,47,1,TU,6,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,48,1,TL,6,1,.,.,1,2,O,3,.,.,6,1
SWE,1,1972,1972,48,1,TU,6,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,49,1,TL,6,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,49,1,TU,6,1,.,.,1,0,O,3,.,.,6,1
SWE,1,1972,1972,50,1,TL,6,1,.,.,1,0,O,3,.,.,6,1
